,sentiment,text
3240,-1.0,at home   working on station stuff   no distractions   quiet   i miss  seed 
3241,-1.0,lounging by my pool all day    simply amazing i don t want this day to end 
3242,-1.0, bbb   ctic daily  dang i sold em        bbb  http   tinyurl com kwbdlj
3243,-1.0,why did i get up at when i had the opportunity to get up at 9am   awwww
3244,-1.0, without actually checking  i d guess  from an apple store  or  50 on ebay    
3245,-1.0,right  ipod is going off now  i have school tomorrow unlike most of you 
3246,-1.0,hanging up damn shades for the windows and i m fucking pissed  i need help 
3247,-1.0, it only says the video isnt available in your country   can anyone help 
3248,-1.0,damn it  i lost my charger  amp  i have a msg but i can t view it  fuck   
3249,-1.0,i am upset because there is not a new daisy of love   i need my trashy tv fix  
3250,-1.0,everything about sunday was beautiful except for the movie    me scared 
3251,-1.0,it s tomorrow already   getting hair and make up done for the mtv movie awards 
3252,-1.0, oh no  i m sorry raul  i know how upsetting that can be  believe me   hugs 
3253,-1.0,i wish i could be at the mtv movie awards  haha someday people       ha  i wis 
3254,-1.0,working the rest of the night  someone come visit and give me a hug or two
3255,-1.0, oh lameo  sorry shoulda checked b4 dropping u off  i think it s corbu s fault 
3256,-1.0,thank youuuuu dance teachers for the card that made me bawl my face off  
3257,-1.0,   yes  and it just keeps telling me that it can t support this version 
3258,-1.0,why is it that when i chew on a gumball  it severely hurts my left temple    
3259,-1.0, yeah definitely cant  i drive now so we ll come see you two soon  okay 
3260,-1.0,i am trying to recuperate from yesterdays festivities but nothing is working  
3261,-1.0,my ears are hurting after working hours in a club  hope i am not deaf by 
3262,-1.0, ahhh  thenotebook  one of my favourite films  i cried at the end  too  
3263,-1.0,not happy won t be able to hear  on friday night i am working damn it    
3264,-1.0,the weekend is coming to an end   i enjoyed a great weekend of sunshine 
3265,-1.0,putting off going to bed    cos that ll only lead to work in the morning 
3266,-1.0,it is raining   but just fourty min ago it was hotttt and degrees      
3267,-1.0, wth    u go to shawnee one night and by the next ur car is trippin  lammeeeee 
3268,-1.0, sorry   just went and signed in blogtv so i  don t end up in jail tonight 
3269,-1.0,dont wanna go to college tomoz   im well burnt and its gunna be sunny more 
3270,-1.0,one of my favorite bands has a free show in portland today  and i can t go 
3271,-1.0,really not trying to admit that i m feeling a little under the weather 
3272,-1.0,tired       sick of working bank holidays               countdown to ibiza 
3273,-1.0, what are yall doing  man i had my swimming suit and everything ready  
3274,-1.0,is off to take the boy to school   then to see my daughter in hospital  
3275,-1.0, i want to live there   he never comes here   i would pay anything     
3276,-1.0,got everything done early    almost too early  now i have nothing to do  
3277,-1.0, aside from the humidity  it s not too bad  busier as the day s gone on though 
3278,-1.0, oh you poor thing   i had a couple of impressive sneeze attacks today 
3279,-1.0,yum slurpiee so refreshing  i hate work missing mtv movie awards  go miley
3280,-1.0, belle yeah  the virgin yoga and the hot yoga but i haven t been in a while 
3281,-1.0, power thats cheating  you ccunt  i only tole you what was already on tv   lt 
3282,-1.0,   the world has suffered a loss because they would have had cute babies 
3283,-1.0,going out with ashley to lee lee s house  lt  i have to miss my hills  boo
3284,-1.0,coding a website can take a long time   i will publish my new website tomorrow 
3285,-1.0, are u talking about fenway   it poured when he was at darien the other day 
3286,-1.0,innotek spray collar not working  but still hesitant to get a shock collar 
3287,-1.0,need to get to bed  school in the morning  but cant sleep      aaaaahhhhhh
3288,-1.0,ughh  this penguins on the ice thing replaced taylor s dateline special 
3289,-1.0,why did grissom leave   ugh still can t get over it  it will never be the same 
3290,-1.0,i m not all that crazy about seeing a dead baby deer on the side of the road  
3291,-1.0,has a tummy ache  i hope to flip it s not food poisoning from the bbq earlier  
3292,-1.0, i clicked on your link thinking it was you on blogtv   boy way i ever wrong  
3293,-1.0, its usually the sulfides  all wines have them  but red wines have a lot   
3294,-1.0, oh my  i didn t know that you lost your love at sea   how heartbreaking   
3295,-1.0, im so sad  i think i might cry a little bit  really hate i cant come out 
3296,-1.0, turn that  upside down  like this   gt      see  how it    wait    oh no 
3297,-1.0,i hate that i can relate to povso much recently  it saddens me greatly  
3298,-1.0,good morning everyone     another monday   hope everyone had a great weekend 
3299,-1.0,lol the iphone is the perfect phone     until you dont have a wifi connection 
3300,-1.0, hey   what a great weekend weather wise we had in the northeast   almost over 
3301,-1.0,wearing the wrist brace all day  once more    wrist is acting up again 
3302,-1.0, i can t sleep  also didint sleep at all last night either  ah such as life x
3303,-1.0, buttercup hell yeah  shame they re not doing the tour suits sponsor this year 
3304,-1.0,i have a really cool idea but no idea how to put it into practice   dammit
3305,-1.0, chicken  amp  fries  fries are on point  the chicken salty     ughhhhh     
3306,-1.0, the hills are amazing  season finally was sunday right  ugh  i missed it  
3307,-1.0,got my bagg backkk      but someone stole my camera  people are so meannn  
3308,-1.0,is pissed off at his xps caz he screwed up the anti virus  gugu help   
3309,-1.0, haha that s true  so i tried tanning my legs today and they got burned 
3310,-1.0, n wilson wow  that s so wrong  and to think i said u were fun    favoritefreak
3311,-1.0,ok i doubt it my side     i think hulu desktop just sucks with its buffering 
3312,-1.0, we dont get them until tomorrow night   let me know how good they are   
3313,-1.0,a shit jimmie johnson won  not tht i hate him but i dunt really like him
3314,-1.0,ugh what a day    not cool   couldn t find my groove   gt  gt y  ky lt  lt 
3315,-1.0, i cant see anything       im from spain and i cant see it    it isnt fair 
3316,-1.0,boat was fun today  to bad it only made me feel better for a few hours 
3317,-1.0,  flops  however  would probably not provide adequate heel support    hmm 
3318,-1.0,i always seem to lose a couple of followers after making a  serious  posting 
3319,-1.0,had an amazing weekend  don t want to go back to exams and revision  boooooo
3320,-1.0,jesus  just hearing about this murder of abortion dr  http   bit ly glokb   
3321,-1.0,i am sooooo not mentally prepared to go back to work tomorrow   hold me 
3322,-1.0,so much to do    so little time to do it   guess i should quit napping   
3323,-1.0,sitting at home studying waiting till i have to go to school to do the exam  
3324,-1.0,  its sucks  like  i went to the hospital   amp  he didnt even txt i call   
3325,-1.0,i m really regretting not going on the left side of the train this time   
3326,-1.0,ah  dammit  already stole   s loot on spymaster so i didn t get anything  baww 
3327,-1.0, yeah i loved the books  i couldnt even finish the movie  lol  read them
3328,-1.0,  in orlando nkotb canceled the show i am suppose b recovering from 2day 
3329,-1.0,every thing she do is like me  tryina walk like me tryina talk like me 
3330,-1.0,flamenco tonight as riccardo shuts the bull down at cuerno    atlanta  atl
3331,-1.0, i m at my home  being way bored   do not forget to wear all white tomorrow  u 
3332,-1.0, call i need some awes0me songs cheer me up  cant wait an album and have fun
3333,-1.0, aaaaaaaaaaaaaah i need to see josh hutcherson s pic but isn t working 
3334,-1.0,  sorrry  it wasn t even that great  if it makes you feel any better  lol
3335,-1.0,  i called jazz and told her about our gg issue  you better be on my side dude 
3336,-1.0, guy i really have chosen a few pics for u     but now i can  t show u   sorry 
3337,-1.0,cld not still believe nadal lost  wanted to watch nadal vs federar next sunday 
3338,-1.0,scratch that  the movie up was all sold out    for both regular and 3d 
3339,-1.0,mtv movie awards eminem performs    lauren says good bye on the hills   
3340,-1.0,oh no  stomachache   i have lots of studying to do and i just want to sleep  
3341,-1.0,after swimming i think the purple is pretty much washed outta my hair now 
3342,-1.0, so sorry about your bike mark  and we were just admiring it yesterday 
3343,-1.0,damn i miss the school s cable  would be watching the movie awards already 
3344,-1.0, thank you  but that is a luxury right now  how is your moving coming along 
3345,-1.0,season finale of the hills tonight  i m going to miss your pretty face lauren 
3346,-1.0,   sprinkles igg with lavender oil while making her nice mug of ovaltine 
3347,-1.0, how do you get it at 6pm  satellite   time warner doesn t have then until  
3348,-1.0,ahhhhhh i have no friends     im so effin bored  amp  hungry  tear  i  lt life 
3349,-1.0,i am at the airport waiting for segs flight to leave the hour in drawing near 
3350,-1.0,  the mtv movie awards but i don t pay for a publisist so im not on the carpet 
3351,-1.0,made it all the way to within metres of the office before the heavens opened 
3352,-1.0,i have a huge pimple that could might as well be called a underlip piercing 
3353,-1.0,hope this sunburn isn t as bad as it seems and my skin won t be peeling off 
3354,-1.0,my dear twitter don t be angry at me can u please give me back my picture 
3355,-1.0,ohhh my kai is down   damn my baby shoulder  she snapped back into place
3356,-1.0,almost started crying when i saw the almost extinct polar bear commercial 
3357,-1.0,so now i ve gotten a mac book pro   man i wish i d bought that macheist bundle 
3358,-1.0,rain  glorious rain   after an hour and a half of using the sprinkler    
3359,-1.0,ribs were way greasy and pretty disappointing altogether   http   myloc me 2e5z
3360,-1.0,working on my homework   i am missing all the mtv movie awards   this sucks 
3361,-1.0,still doesn t have a name for plant  also still can t find sonic  phail 
3362,-1.0, i am watching the game too  well will be soon  on tv   too bad i am not at it 
3363,-1.0, i had to read that twice to comprehend  i m not dumb  it s just sunday 
3364,-1.0,is it that mr  kennedy was dismissed by the fault of the boring of orton   
3365,-1.0,bored  was going to take a walk today with mom  but it started raining  ew  
3366,-1.0,my phone broke  possible the worst quality phone in the history of phones
3367,-1.0, aww lynne   i ll buy you a drink to soothe your pain when you get here    d
3368,-1.0,going to chicago to finally see my causin    i miss u so much vannessa 
3369,-1.0, they grow here for now  let s see what happens when this drought gets worse  
3370,-1.0,i just realized how much talent this world lost when health ledger died 
3371,-1.0,i want a sandwich but i have no bread and don t want to go to the store 
3372,-1.0,midnight and my darling child is just drifting off to sleep now  i m shattered 
3373,-1.0,dad is back home from from london  gee thanks for bringing me something     
3374,-1.0,nooooooooo shes going to manitoba   alberta   saskatchewan   but not ontario   
3375,-1.0,waiting for laurens final episode of the hills  then mtv movie awards    
3376,-1.0, definitely starbucks sweety    ilysm haven t talked in ages  how are you 
3377,-1.0, sooner than i thought since my cavs lost   or was i having a nightmare 
3378,-1.0,paintball was great friday night  unfortunately all our footage got deleted   
3379,-1.0,  wishing my suitcase was bigger so i could bring my lovers home with me  
3380,-1.0, i had a very fat day today and i m ashamed can i have a glass of water  lol
3381,-1.0,perhaps going away for the weekend was not such a good idea   i has a flu  
3382,-1.0, man which movies did u watch   in blore its fu kin sh t  no movies on d run  
3383,-1.0,wish i was old enough to book a room at the st  francis for a night    
3384,-1.0, there is no food i can eat here   i may have to leave early  sooooooo hungry
3385,-1.0,oow  kmon      i     just want a break up    sorry     i kant take this anymore
3386,-1.0, what up  i have to take vicadin and muscle relaxers for a pinched nerve 
3387,-1.0,getting down at the rejections again  need to rewrite the beginning i think 
3388,-1.0,stupid penguins pregame stuff  can t watch dateline  on tour with taylor swift 
3389,-1.0, i m really  really sorry for all that you re having to go through   snoogles  
3390,-1.0,the last remaining survivor of the titanic died today     http   bit ly jcb9t
3391,-1.0,are arcades truely dead in america  you be the judge   http   twitpic com 6dbeo
3392,-1.0,i am a sunburnt piece of crispy bacon   ouuucch   i missed the banana boat 
3393,-1.0,shouldnt have took allergy medicine earlier today   now i feel really tired 
3394,-1.0,tommorows my last day of highschool  graduating wednesday  im kinda sad 
3395,-1.0, is on plane back to dc  which means vacation time is over for me  too 
3396,-1.0,    rock and roll all nite   kiss     como pude ficar de fora do show do kiss 
3397,-1.0, ohhh yea what you talkin bout girl    lemme know you always leave me hanging 
3398,-1.0,how do you fix the scroll ball on a blackberry  i can t use my phone right now 
3399,-1.0,i already miss lc and i didn t even see the season finale of the hills yet  
3400,-1.0,i am dying to see  june  but its sold out    watching her special on nbc 
3401,-1.0, aww  sam says   quot why  so you can kill another one of us  quot  muahaha
3402,-1.0,whoaaaaaaaaaaa finale of the hills is next  good bye  quot lc quot  ahhhhhh
3403,-1.0,not looking forward to having to write stat reports for customer tomorrow 
3404,-1.0, hey cant dm from my fone 4sum reason  works really slow 2nyt  finish  15am
3405,-1.0,just found out eleventh hour was cancelled after season  that s a shame  
3406,-1.0,from extreme social interaction to the hallmark channel  yeah  i m home  
3407,-1.0, yeah  it s hard not to at least somewhat ime    at least you re aware of it 
3408,-1.0, for some odd reason your tweets aren t coming through to my cell as a text  
3409,-1.0,i had a really enjoyable weekend  now for school tomorrow      and exams  blah 
3410,-1.0,soooo tired  had to cut round two short  lovee my lv friends though  lt 
3411,-1.0,chillin   my sisters house  i really don t feel driving back to bmore  
3412,-1.0,just gymed it up now time for the hills finale i dont want lauren to leave     
3413,-1.0,gonna meet up with the bestie tonight then home to watch the hills finale 
3414,-1.0, some ppl from work wanted to go   i thought i was back in pueblo    lol
3415,-1.0,is hating not having cable   gonna miss vma s and seeing new moon trailer  
3416,-1.0, sorry to hear that hayley  i hope you feel better soon  remember i love ya 
3417,-1.0,just finished cleaning the house   got to get myself ready for the work week 
3418,-1.0,about to watch the season finale of the hills  amp  laurens last episode ever 
3419,-1.0,there is something living in my loft running around and keeping me awake  
3420,-1.0, both my shirt and my movie are at home waiting for me and i m stuck in fl 
3421,-1.0, it s just finished   i loves him too  glad he s got sober  just over a year  
3422,-1.0, b don t play innocent  variations  rock of ages  next to normal  grrr   
3423,-1.0, nite nite  probs won t sleep much finace gone on holiday  and it s soooo hot
3424,-1.0,i m feelin a lil down today  i m not sure why but something is botherin me 
3425,-1.0,watching the hills finale   last episode    how sad  but she looks gorgeous
3426,-1.0,out on a walk and my pop bottle hiss d at me which i then proceeded to scream 
3427,-1.0,fact  sitn on the eastside w  the fam        enjoying this cherry raspa 
3428,-1.0, trying to get into the summer session more money they gonna thief from me 
3429,-1.0, nickj07 i m watching a taylor swift nbc special but i missed half of it 
3430,-1.0,welcome to the cool side of the pillow   i wish my pillow was billy dee 
3431,-1.0, was that program that i was talking about on   if it was  i missed it 
3432,-1.0, especially when i have to buy a new router so bryant can have internet   fffff
3433,-1.0, i am consistently getting bad mac feed back     which is making me sad 
3434,-1.0,wants to watch the office all night long  but i have his paper to write   
3435,-1.0,  pokerface i miss you  i fell like i haven t saw you in like a century     lt 
3436,-1.0,is watching the hills series finale    i hate when one of my fav shows end 
3437,-1.0, quot it s amazing what you can hide   just by putting on a smile    quot  
3438,-1.0,sick of screwing everything up  amp  being ignored  what d i do wrong   
3439,-1.0,wishes eli s teeth wasn t hurting so badly   poor little guy is miserable 
3440,-1.0,i have to go with abi today  haha   time for breakfast  i miss mcdo s pancakes 
3441,-1.0,mike came home from work  then left again for a meeting  i m lonely now 
3442,-1.0, trix you guys were on the red carpet  no wayyyy  i totally missed you guys  
3443,-1.0,just talked to the vet and i  may  have zeus home tomorrow  poor kitty  
3444,-1.0,really really wants to watch the hills finale  i hate living in england    
3445,-1.0,watching the hills  ready to cry my eyes out  i don t want lauren to leave 
3446,-1.0,watching the very last episode of the hills  so sad it is going to be over 
3447,-1.0,had to part with the hubby  prayfully this will pay off when its over  
3448,-1.0, i miss your smodcasts on sat am s on xm202  now my ride into work is boring 
3449,-1.0, my poor bunny just ripped his ear all to pieces off to the vet in the a m 
3450,-1.0, ellery no  i ve been lazy all day today and yesterday  now i m just a grump 
3451,-1.0,  sittinqpretti awww    feel much betta   buh if yu come to harlem hit me  
3452,-1.0, lol  sorry twitter was hungry for a snack  amp  decided on your profile pic  
3453,-1.0, i wrote a song of trans fat loss and sadness     no more grammas cookie 
3454,-1.0,i m on my way to my cousin s seminary graduation   this ll be way long 
3455,-1.0,cant sleep  prospect of failing maths miserably in the morning is not helping 
3456,-1.0,i hear robert pattinson is not going to be on red carpet 2day     via    info
3457,-1.0,just walked in the house  just in time for the hills finale   no more lc 
3458,-1.0,nitwit  forgot the rules to this board  no pinks  http   tinyurl com m6m2yv
3459,-1.0,watching the hills finale   then the mtv movie awards shower  amp  bed 
3460,-1.0,say a little prayer for maggie she s not feeling good  low grade fever too  
3461,-1.0,  jealous    always meant to do that while i was in town   too late now 
3462,-1.0,trying out uber twitter    seems better than tiny twitter    sorry   i feel bad
3463,-1.0, ahh i saw you on it  to bad i cant see you on tour  tickets sold out to fast  
3464,-1.0,hey  nooo  did we miss rob        x17live live  gt  http   ustre am 39qb 
3465,-1.0,at stanford guest house  ca is too hot  should find food at some point 
3466,-1.0,my phone is getting shittier  amp  shitter by the day   but i love it so much 
3467,-1.0,it s getting to be that time when i have to take my grandaughter back home    
3468,-1.0, thank you for addressing the murder of dr  tiller  it s a really sad day 
3469,-1.0,feelin pretty good     home and wonderfully fed   but i m missin my sweetheart 
3470,-1.0,  sad face for mo today   hope she s feeling better and not just tough 
3471,-1.0,having the worst weekend of my life just sitting here recaping all the drama 
3472,-1.0, yeah  it s so nasty still  i hate it  i was at work when you called  sorry  
3473,-1.0,cant sleep  want ice cream  have to go back to crappy school  house is to hot 
3474,-1.0,im watching the game woo woo  but i miss sam so muh  ha im such a loser  lt 
3475,-1.0, you spelled my name wrong  you know i don t mean anything  do you not know me 
3476,-1.0,la costa raised their prices  my delicious burrito quesadilla is now  75  
3477,-1.0,aww  my last epyo concert   no more plaza    amp  amp  ben cried   so sad 
3478,-1.0, fuck you   if only i added     oh well  i got a on the test before that  haha 
3479,-1.0,eating dinner and playing ff iii   my ps2 has decided to not play ps1 games  
3480,-1.0,can t beleive my move to south africa is finally here    goodbye england 
3481,-1.0,i miss    def miss   been months  lol and  even tho she never wants to hang 
3482,-1.0, they said on the bbc that clinic has had things happen to it for years 
3483,-1.0, i can only assume the floor actually swallowed you  or just your phone  
3484,-1.0,http   twitpic com 6depy   me with hair looking like a model    i miss it 
3485,-1.0,done playin  leon won  i m suppose to go to chuck e cheese   ahh srry mark
3486,-1.0, oh really  did u enjoy lv   i wish i woulda known   u coulda gave me a lesson 
3487,-1.0, milano awww cute  what breed  i had horses many years   too expensive now 
3488,-1.0,there goes a fun filled weekend    i am so pooped  ahhhhhh back to work again 
3489,-1.0,just got off work and sitting in front of the fan and a c   it s too hot   
3490,-1.0,totally just washed the heck outta myy caar    home by myself and bored 
3491,-1.0, is posting the set list for tonight s show  amp  i m so jelous i m not there 
3492,-1.0, gee  way to make me wish i lived in chicago   can u take pics of nelly though 
3493,-1.0,sooooo i ve decided to jus play wii music until it bores the hell outta me 
3494,-1.0,  i know  i feel sorry for kris   he will never be able to enjoy his win 
3495,-1.0,       yeah     they cancelled here as well      no rescheduled dates  
3496,-1.0, ah i m missing it  i had to leave  what s going on now  how does jake loook  
3497,-1.0,worry   loud car alarm   noisy freshers   too hot in ramsay   no sleep 
3498,-1.0, feisty i don t think i ll make it only cuz there s a shit load of traffic 
3499,-1.0,is sitting alone in the parking lot because she is way too early for church    
3500,-1.0,i m tired   i don t want to do my math homework  booo for summer classes 
3501,-1.0, http   twitpic com 6dcz4   wish i could be there    it looks so relaxing  
3502,-1.0, amazing    i wish i were able to see you in nyc   i wasn t quick enough 
3503,-1.0,  stems awww  hope you feel better  colds suck  especially in the summer 
3504,-1.0,found a lovely pool  amp  had a good time  weekend s over now  boooooo 
3505,-1.0,susan boyle lost   i hope she is given other deals  i want to hear more of her 
3506,-1.0,  no    can i still     ps im finding spencer is actually making sense 
3507,-1.0, day26 allentown    i didn t knw y all were comin to allentown    smh   
3508,-1.0, i wish i knew someone  unfortunately  i know too many people who are looking  
3509,-1.0, wierdness   i had one of those persistent overnight headaches too   not fun 
3510,-1.0,going to nj in morning gotta be up 30 am omg so i ll be in the crib early 
3511,-1.0,ohhhh how i ve missed l rides with car and willlllls  mer where are you  
3512,-1.0,set up camp in santa cruz  got swept this afternnon   will do better tomorrow 
3513,-1.0,doesnt want school to be over so the pm work shifts can keep ending at  
3514,-1.0,man   i need someone to donate some headphones so i can make some music 
3515,-1.0, gawai festival   1st july right   heard so much abt it   never been to it tho 
3516,-1.0,home wit a sickness  i don t think my new tummy likes subway anymore lol
3517,-1.0,watching the hills season finale  it s lauren conrad s last episode ever 
3518,-1.0,i cant sleep  not good with maths tomorrow  thats an exam i have to pass  x
3519,-1.0,ace enders and cod4 lt can t wait for rojer to get out of work  i miss him  
3520,-1.0,awwww man my sissy  gon back home  well she will b back for tha 350picnic
3521,-1.0, totally just called for chinese grub after your tweet    thanks a lot 
3522,-1.0,watching  quot quot    i only wish i had a high def tv to watch it on  
3523,-1.0,hi everybody  hope your having a great weekend   never ending cleaning here 
3524,-1.0,like that song goes  i was gonna     and then i got high and went into a coma 
3525,-1.0,sooo bored  cant watch mtv movie awards cause my sister blocked mtv on me 
3526,-1.0, oh    i m sorry  are you okay hun   just close your eyes  it ll be over soon 
3527,-1.0,hey  where is vanessa hudgens      x17live live  gt  http   ustre am 39qb 
3528,-1.0,and that she is a stinkwad who lies to her mother about how to spell words 
3529,-1.0,is waiting for his heart to calm down after watching cassie almost collapse  
3530,-1.0,i can t make it see the mtv movie awards    soo im goin to see it at 00p m   s
3531,-1.0, hehe  i m feelin very bleh right now  so i ll prolly go to sleep soon  
3532,-1.0,really need to get out of my house     can t even go to school tomorrow  
3533,-1.0, didnt know you kids were down there   i sat poolside instead of courtside 
3534,-1.0,i m not feeling that  quot hit me on twitter quot  song by mistah fab  
3535,-1.0,tomorrow is my birthday and my dad still joking with that  is not funny  
3536,-1.0,wachting american idol  we know adam lambert lose   i suport adam lambert 
3537,-1.0, thank you  shit got leaked  lol oh well    purple rain dropping july3rd
3538,-1.0,ifeel like im gonna cry     its all over   everything  im gonna miss o9
3539,-1.0,i am so bored tonight  not content sitting on the couch doing nothing  
3540,-1.0,why did rafael nadal had to get out    he is such an  amazing talent to watch 
3541,-1.0,bored with life    but doesnt the song say if you re bored you re boring 
3542,-1.0,some cute girls at the bbq but i think every single one of them raps sings 
3543,-1.0,is really upset  college softball is way too unpredictable  ugh  poor bama  
3544,-1.0,omg come on m braves y all are failing atm 1 top of the 8th  what happened   fb
3545,-1.0,r i p  dr  tiller  i never thought violence was the right way to end anything 
3546,-1.0,haircut and hanging out with bry    oh my    haircut was terrible      
3547,-1.0,eating sunflower seeds  amp  watchinn the hills   im going to miss lauren 
3548,-1.0,hey  dang it i wish i was there     x17live live  gt  http   ustre am 39qb 
3549,-1.0, lx i don t think so  no pictures yet or any mention of it   where are they   
3550,-1.0, huge massive serving of monday blues on my plate for breakfast today    
3551,-1.0,is sad now  can t watch mtv movies awards because they don t play in canada 
3552,-1.0,trying to take a nap but my niece hasn t stopped yelling for the past hour 
3553,-1.0,i have such a crush on criminal minds  kirsten vangsness  alas  she s gay  
3554,-1.0,only two more days of school  substate boys soccer 2morrow  no more band  
3555,-1.0,joe said that the best concert was in sao paulo    is true   anyone know 
3556,-1.0, wedding    what wedding u talkin bout  u work today  i was there n didn t c u 
3557,-1.0, haha my last bf only said  quot who  huh  what  quot   not a hockey fan 
3558,-1.0, i ve been so busy i missed this whole season except for a couple episodes 
3559,-1.0,ahem    if  was on  spymaster i d kill him first    i m not a geek   hehe   
3560,-1.0,i don t think that salad i had for dinner was too fresh  not feeling so hot 
3561,-1.0,i m really bored at work ahhhh i want to go home but i can t  hahahahahaha
3562,-1.0,with my bbff sharito   ufo is on line   i m waiting    but it s imposible   
3563,-1.0, not now sis im out of it  imma drag u when i get to atlanta tho  letsgo 
3564,-1.0, would you repost the link to your vid response   can t find the tweet 
3565,-1.0,fuck  i meant to send a picture from my phone but accidentally deleted it  
3566,-1.0, you are my idol  i m deff going to miss keeping up with the kardashians 
3567,-1.0,lake geneva was nice  but i came back  amp  nadal lost   http   bit ly 16qhwv
3568,-1.0,matt and i take a lot of pics of our cats  but no pics of us together  
3569,-1.0,so annoyed because someone gave my last pieces of good cheese to the dog  
3570,-1.0,i hate everybody   that includes you   all of you     this is not a good day 
3571,-1.0, i felt that way too when dieting  but missed certain things too much   
3572,-1.0, i think my wisdom teeth  and my neck still hurts   http   myloc me 2ewj
3573,-1.0, i can t hold back and am the first to admit it   i have no will power 
3574,-1.0,twitter is being stupid and acting like roberts profile doesn t exist  boo 
3575,-1.0,the last episode of the hills is soooooo good  dang imma miss this show  
3576,-1.0, i had work   you me whitney and lauren mcfadden should hang out sometime 
3577,-1.0,just went swimming  took a shower  have to wake up at 45 a m  tomorrow     
3578,-1.0, there are no wings fans where i m from  only loser montreal canadiens fans 
3579,-1.0,every1 gets little complimentary binoculars hahaa i accidentally broke mine 
3580,-1.0,oh my goshhh i have to make up six tests tomorrow  and i have swimming 
3581,-1.0,its kinda fun   except for the fact that im talking to myself rite now 
3582,-1.0,would have liked to have seen more of christopher guest as ivan the terrible   
3583,-1.0,awww  needs more votes    he fell below the blue line   http   bit ly pmvry
3584,-1.0, that would be why i haven t taken it in yet  i don t want to be without it  
3585,-1.0, awww i miss you shotsy  when are you coming here for some epic noobishness 
3586,-1.0,a lot of  quot accepting the things i cannot change    quot  today  bleh 
3587,-1.0, nope    not very hopeful at this point  but we just need the real word 
3588,-1.0,at a wine tasting where the sprinklers just came on  yes my skirt is wet 
3589,-1.0, face i m gonna cry  i miss him     ahh whatever i ll watch when i get home
3590,-1.0,something about julian smith   something about socks      i forgot too 
3591,-1.0,not much of a weekend  busy with the short course   i want days off  dang it  
3592,-1.0,hate it when it looks like rain but it never comes  i miss fl thunderstorms 
3593,-1.0,i understand its a lot of harry potter books     but he just getting to old  
3594,-1.0,there is a crazy drunk polish girl in my house   someone please help    
3595,-1.0, cinnabunnnnnnnnnnnnnnnn and umm what wasn t classy about it   lmaorofl   sass 
3596,-1.0,im home right now and don t want to be  plus im looking extra cute   pouts 
3597,-1.0,guys  keep voting  http   bit ly ncpze  he went down to 98th  that s sad 
3598,-1.0,left my ipod at home  grrrrreat    what am i supposed to do all night now    
3599,-1.0, that last boy is probably realising what he s missing out on in you    hugs 
3600,-1.0, jenn im from ajax  ontario  stereos is just amazing  i dno know y tho   lmao
3601,-1.0,take note   lone star taqueria is closed on sundays   no fish tacos today   slc
3602,-1.0, ok i joined an agency but i don t get it  is it because i m a girl probably  
3603,-1.0,  bummer well when you come back to the us ill buy you an imaginary drink lol
3604,-1.0,videos i shot at the  tiller shooting scene this morning  http   bit ly 14kbqy
3605,-1.0,an hour till i m done with this nightmare  i d rather be doing the marathon 
3606,-1.0,also  the triple crown will be a let down since they won t let the filly run 
3607,-1.0, yeup sis  poser sya sabi ni ate alec  sya nag tweet na wlang twitter c kimmy  
3608,-1.0,why does everything end at once  prison break   dirty sexy money  bgt  boohoo 
3609,-1.0, psha  i have more boobage than that  it just doesn t look nearly as good  
3610,-1.0,i want to do some running or something outside  but nobody is available  
3611,-1.0, why not return to rio de janeiro  sao paulo is boring   and has no beaches  
3612,-1.0,had a blast hanging with good friends  however  my right leg is killing me   
3613,-1.0, what a weird time for class  just long enough to mess up my tues  ride 
3614,-1.0,  ratio is cool but to bad its not in my favor  i gotta get my team up 
3615,-1.0,    all g i will hit up the rabble for a place crash  lol at ur dream haha
3616,-1.0,i m going home and putting a heating pad on my back   this pain is brutal 
3617,-1.0,analysing animal farm   i dont get why we cant just read the bloody book  
3618,-1.0,yayy that ugly scrape on my elbow cleared pretty fast   but left a mark  
3619,-1.0,i m not looking forward to this week    i don t think it will be a good one 
3620,-1.0,ridiculously tired and ice cream kicks ass    but mondays          suck  
3621,-1.0, omggg i love you girlyyyy  i miss you and the rest of the camp rock cruuu   
3622,-1.0,making the realization that the itchy spots on my arms are probably poison oak 
3623,-1.0, omg i think rob brought this girl that he met in  cannes to the movie awards 
3624,-1.0,feels like he has lost it all  do i not mean anything to you guys anymore   
3625,-1.0, ella wish i could watch the mtv awards but i don t have mtv at my house 
3626,-1.0, it s technically not a script but a  drupal module that s been hacked 
3627,-1.0,missed the hills finale  agghhh    now im watching the mtv movie awards 
3628,-1.0,saw up in d today and loved it  wish i could hug my grandpa right now  
3629,-1.0,my laptop is busy compiling video so i must spend the evening on iphone 
3630,-1.0,finish relaxing now its time for laundry time    have a nice night to all 
3631,-1.0, kenny yea  but im not in the towers   and i have internet anyways  where r u  
3632,-1.0,kay  i m thinking  maybe atl isn t gonna be on  if they re not  i will be sad 
3633,-1.0, my mom and babyface are sick and i m taking care of them  so i can t get sick 
3634,-1.0,we have arrived in the armpit of america  screw new jersey  it already stanks  
3635,-1.0,i am in bed with the covers pulled up under my chin   i m a little sick today 
3636,-1.0,try to find a site to watch mtv movie awards    i can t find it        
