,sentiment,text
413,0.0,tom shanahan s latest column on sdsu and its ncaa baseball regional appearance  http   ow ly axhu
414,0.0,baseballamerica com  blog  baseball america prospects blog   blog     http   bit ly ett8a
415,0.0,portland city politics may undo baseball park http   tinyurl com lpjquj
416,0.0, ca merced s water bottled by safeway  resold at a profit  wells are drying up across the county http   tinyurl com mb573s
417,0.0,dropped her broccoli walking home from safeway     so depressed
418,0.0, we don t have safeway 
419,1.0,just applied at safeway    yeeeee 
420,-1.0,  safeway  place is a nightmare right now  bumming 
421,0.0,at safeway with dad
422,-1.0,hate safeway select green tea icecream  bought two cartons  what a waste of money    gt   lt 
423,0.0,safeway with marvin  janelle  and auntie lhu
424,0.0,safeway offering mobile coupons http   bit ly onh7w
425,0.0,phillies driving in the cadillac with the top down in cali  win 3   http   tinyurl com nzcjqa
426,0.0,saved money by opting for grocery store trip and stocking food in hotel room fridge vs  eating out every night while out of town 
427,0.0,lounging around  eating taco bell and watching ncis before work tonight  need help staying awake 
428,0.0,eating breakfast and then school
429,0.0,still hungry after eating    
430,0.0, tips for healthy eating   resultsby fitness blog    fitness     http   bit ly 62gfn
431,0.0,with the boyfriend  eating a quesadilla
432,0.0,eating dinner  meat  chips  and risotto 
433,0.0,got a new pair of nike shoes  pics up later
434,0.0,nike sb blazer high  acg  custom   brad douglas   http   timesurl at 45a448
435,1.0,nike rocks  i m super grateful for what i ve done with them     amp  the european division of nike is beyond   
436,0.0,nike air yeezy khaki pink colorway release   http   shar es bjfn
437,1.0, have you tried nike    v  addictive 
438,0.0, that looks an awful lot like one of nike s private jets    i m just sayin    
439,1.0,the nike training club  beta  iphone app looks very interesting 
440,-1.0,argghhhh why won t  my jquery appear in safari bad safari    
441,0.0,devsnippets   jquery tools   javascript ui components for the web    http   inblogs org go hfuqt
442,0.0,all about ajax jquery  css  javascript and more     many examples  http   ajaxian com 
443,1.0,i m ready to drop the pretenses  i am forever in love with jquery  and i want to marry it  sorry ladies  this nerd is jquery spokenfor js
444,0.0,this is cold   i was looking at google s chart  visualization api and found this jquery  wrapper  for the api     http   tinyurl com mq52bq
445,0.0,i spent most of my day reading a jquery book  now to start drinking some delirium tremens 
446,0.0,jquery selectors http   codylindley com jqueryselectors 
447,0.0,how to implement a news ticker with jquery and ten lines of code http   bit ly cznfj
448,0.0,what s buffet doing  warren buffett kicks butt in battle of the boots  posted by alex crippe   http   bit ly auizo
449,1.0,super investors  a great weekend read here from warren buffet  oldie  but a goodie  http   tinyurl com oqxgga
450,0.0,i m truly braindead   i couldn t come up with warren buffet s name to save my soul
451,1.0,reading michael palin book  the python years   great book  i also recommend warren buffet  amp  nelson mandela s bio
452,1.0,i mean  i m down with notre dame if i have to   it s a good school  i d be closer to dan  i d enjoy it 
453,-1.0,i can t watch tv without a tivo   and after all these years  the time warner dvr  still sucks  http   www davehitt com march03 twdvr html
454,1.0,i d say some sports writers are idiots for saying roger federer is one of the best ever in tennis   roger federer is the best ever in tennis
455,-1.0,i still love my kindle2 but reading the new york times on it does not feel natural  i miss the bloomingdale ads 
456,1.0,i love my kindle2  no more stacks of books to trip over on the way to the loo 
457,-1.0,although today s keynote rocked  for every great announcement  at amp t shit on us just a little bit more 
458,-1.0,   its not so much my obsession with cell phones  but the iphone   i m a slave to at amp t forever because of it    
459,0.0, oh i see  i thought at amp t were 900mhz wcdma 
460,0.0, where did you read about tethering support phil   just at amp t or will o2 be joining in 
461,-1.0,fuzzball is more fun than at amp t  p http   fuzz ball com twitter
462,-1.0,today is a good day to dislike at amp t  vote out of office indeed  
463,1.0,got my wave sandbox invite  extra excited  too bad i have class now    but i ll play with it soon enough   io2009  wave
464,-1.0,looks like summize has gone down  too many tweets from wwdc perhaps 
465,0.0,i hope the girl at work  buys my kindle2
466,0.0,missed this insight filled may column  one smart guy looking closely at why he s impressed with kindle2 http   bit ly i0pey 
467,1.0, thanks so much       from one of your  very  happy kindle2 winners     i was so surprised  fabulous  thank you  best  kathleen
468,-1.0,man i kinda dislike apple right now  case in point  the iphone 3gs  wish there was a video recorder app  please   http   bit ly dzm1t
469,1.0, i have a kindle2   amp  sony prs   like it  physical device feels good  font is nice  pg turns are snappy enuf  ui a little klunky 
470,1.0,the  kindle2 seems the best ereader  but will it work in the uk and where can i get one 
471,1.0,i have a google addiction  thank you for pointing that out    hahaha 
472,0.0, gem my primary debit card is visa electron 
473,0.0,off to the bank to get my new visa platinum card
474,-1.0,dearest   you rich bastards  the visa card you sent me doesn t work  why screw a little guy like me 
475,0.0,has a date with bobby flay and gut fieri from food network
476,1.0,excited about seeing bobby flay and guy fieri tomorrow at the great american food  amp  music fest 
477,1.0,gonna go see bobby flay 2moro at shoreline  eat and drink  gonna be good 
478,1.0,can t wait for the great american food and music festival at shoreline tomorrow   mmm   katz pastrami and bobby flay  yes please 
479,1.0,my dad was in ny for a day  we ate at mesa grill last night and met bobby flay  so much fun  except i completely lost my voice today 
480,-1.0,fighting with latex  again   
481,-1.0, we love you too and don t want you to die        latex   the devil
482,-1.0, hours  hours of inkscape crashing  normally solid as a rock  hours of latex complaining at the slightest thing  i can t take any more 
483,0.0,how to track iran with social media  http   bit ly 2boqu
484,-1.0,shit s hitting the fan in iran   craziness indeed  iranelection
485,-1.0,monday already  iran may implode  kitchen is a disaster   seems happy   had a nice weekend and  is great  whoop 
486,0.0,twitter stock buzz   aapl  es f  spy  spx  palm   updated  00 pm 
487,1.0,getting ready to test out some burger receipes this weekend  bobby flay has some great receipes to try  thanks bobby 
488,0.0, is bobby flay joining you 
489,1.0,i lam so in love with bobby flay    he is my favorite   you need a place in phoenix  we have great peppers here 
490,-1.0,i just created my first latex file from scratch  that didn t work out very well   see    it s a great time waster 
491,1.0,using linux and loving it   so much nicer than windows    looking forward to using the wysiwyg latex editor 
492,1.0,after using latex a lot  any other typeset mathematics just looks hideous 
493,0.0,ask programming  latex or indesign   submitted by calcio1  link   comment  http   tinyurl com myfmf7
494,-1.0,on that note  i hate word  i hate pages  i hate latex  there  i said it  i hate latex  all you texn3rds can come kill me now 
495,1.0,ahhh    back in a  real  text editing environment  i  lt latex 
496,-1.0,trouble in iran  i see  hmm  iran  iran so far away   flockofseagullsweregeopoliticallycorrect
497,-1.0,reading the tweets coming out of iran    the whole thing is terrifying and incredibly sad   
