,text,score
868,f secure internet security is a security service for surfing the web   online banking and shopping   e mail   and other online activities   ,0.0
869,  adpnews     feb     finland based steel maker rautaruukki oyj   hel   rtrks     or ruukki   said today it slipped to a larger than expected pretax loss of eur million   usd 5 m   in the fourth quarter of from a ,-1.0
870,lassila   tikanoja  s operating profit excluding non recurring and imputed items for the second quarter was eur11  m   down from eur13  m a year ago   ,-1.0
871, mcclellan summation index  gt  is bullish intermediate term sign   turns down before reaching  has been an intermediate ,1.0
872,finnish silicon wafer technology company okmetic oyj omx helsinki   okm1v reported on thursday october an operating profit of eur7  m for january september   up from eur6  m in the corresponding period in   ,1.0
873,finlan  s listed food industry company hkscan group controlled companies in the baltics improved revenues by eur 5 mn to eur 4 mn in from eur 9 mn in the year before   ,1.0
874,both operating profit and net sales for the three month period increased   respectively from eur16  m and eur139m   as compared to the corresponding quarter in   ,1.0
875, stocks by rockers  rush  lyrics by peart   lessons taught but never learned  all around us anger burns  guide the future by the past  long ago the mold was cast    knowyourlevels  makeitrain   patience  dia  spx  spy  qqq  iwm  tsla  fb  aapl  amzn  nvda  nflx  goog  fang  bang,-1.0
876,according to capman plc  s corporate governance   the majority of the committees   members shall be independent of the company   ,0.0
877, nifty pre market update  adia follows mubadala to pick stakes in reliance jio   sensex  stockmarket  sharemarket  stocks  t ,1.0
878,pound hits month low after boe s dovish shift  euro eyes gdp,-1.0
879,via the move   the company aims annual savings of some eur million usd 3 m   the main part of which are expected to be realized this year   ,1.0
880,bill gross sees us stocks falling   urges investors to sit on cash,-1.0
881,the broad based wig index ended thursday  s session 1 pct up at 003 pts   while the blue chip wig20 was 13 down at 687 pts   ,0.0
882,   we are very pleased to be working with fujitsu and ntt docomo to advance the progress of lte      said juergen walter   head of converged core   nokia siemens networks   ,1.0
883,gold extends losses for 3rd day on subdued demand  global cues,-1.0
884,  adp news     nov     finnish power supply solutions provider efore oyj   omx   efo1v   announced today the launch of opus dc   the latest power system in its opus product line   ,1.0
885,the geosolutions technology will leverage benefon  s gps solutions by providing location based search technology   a communities platform   location relevant multimedia content and a new and powerful commercial model   ,1.0
886,foodservice and consumer goods markets are served by approximately 000 people in manufacturing units and several sales offices in countries   ,0.0
887,diluted earnings per share   eps   fell to eur 63 from eur 71   ,-1.0
888,nevertheless   the development can not be allowed to ruin the print newspaper   which continues to be sanoma news   main medium   ,0.0
889,jon risfelt is years old holds a master of science in chemical engineering from the swedish royal institute of technology   ,0.0
890,however   biohit estimates its total net sales will continue to grow in   and that favourable trends in net sales will lead to a profit in   ,1.0
891,exel  s board of directors will propose a dividend of 2 euro   3 per share for at the annual general meeting on april     ,0.0
892, top groups    leading groups  leading stocks in those groups  our screens find them   stocks  investing  enterprise ,1.0
893,quartal oy now owns 094 shares in satama interactive plc   which represents 19 per cent of the share capital and voting rights   ,0.0
894,last year the company raised its turnover to approximately million litas eur mln   from 1 million litas in   ,1.0
895,the objective of the planned measures is to achieve significant savings in the next few years   ,1.0
896, 056 on nifty could be an invitation to initiate fresh shorts  ashwani gujral,-1.0
897, apple has bought back  billion in stock over the past years  which is greater than the market cap of companie ,1.0
898,finnish energy company fortum has set itself new stricter target limits for short term carbon dioxide emissions from its heat and electricity production   ,0.0
899,  when i called highs  spx 33xx most called  when most called  lt at spx i called reversal when most called ,1.0
900,finnish ponsse has signed an agreement with babcock africa for the distribution and support of ponsse forest machines   harvester heads   and information systems in south africa   ,1.0
901,eps for the quarter was eur0    as compared with eur0  in the third quarter of   representing a group net sales for the third quarter were eur15  m   up by 8   as compared with eur14  m in the third quarter of   ,1.0
902,finnish kci konecranes has raised its net sales growth estimate for from over   to over     ,1.0
903,spike in oil prices is a big risk and makes the foreign flows a lot more nervous  iv subramaniam  quantum amc,-1.0
904,basware einvoices oy will be merged into the parent company during the present fiscal period   ,0.0
905,helsinki thomson financial   shares in cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in april june profits   which overshadowed the large number of new orders received during the three months   ,-1.0
906,juha haapakoski will continue as editor in chief with budget responsibility also with the new publisher   ,0.0
907,the company  s consolidated operating profit amounted to eur 86 mn   up from eur 14 mn year on year   ,1.0
908,operating profit for the three month period increased from eur1  m   while revenue increased from eur20  m   as compared to the corresponding period in   ,1.0
909,blue star infotech plunges  as co sells it biz to infogain for rs crore,-1.0
910,via the satlan acquisition   teleste plans to further expand its market presence as a video services partner for cable operators   broadcasters and iptv service providers   ,1.0
911,digia said its consolidated net sales for january june were eur67  m   up 7   on the same period in   eur61  m     ,1.0
912,combined with the basware enterprise purchase to pay portfolio   it provides a high level of automation for procurement and invoice workflows   ,0.0
913,repo rate  auto  bank  realty stocks hammered on rate hike by rbi,-1.0
914,it will focus on improving its profitability next year by streamlining operations   ,1.0
915,profit for the period totalled eur 1 mn   down from eur 6 mn in the third quarter of   ,-1.0
916,tyrvaan sanomat   published twice a week by tyrvaan sanomat oy   appears in sastamala and kiikoinen   ,0.0
917,the disposal of autotank will also strengthen aspo  s capital structure      commented gustav nyberg   ceo of aspo   ,1.0
918,  lietuvos respublikos sveikatos apsaugos ministerija has awarded contract to uab    affecto lietuva    for financial systems software package   ,1.0
919,pentik  inen emphasises that the most of the internet contents media houses provide can not be free forever   ,0.0
920,helsinki  thomson financial   kemira growhow swung into profit in its first quarter earnings on improved sales   especially in its fertilizer business in europe   which is normally stronger during the first quarter   ,1.0
921,l t  bajaj auto scrips may gain as their weight on msci india index likely to increase,1.0
922, date   19 time    31 am ticker    nuan exp    17 strike  spot   10 contracts     63 premium     ,0.0
923,ragutis   which is controlled by the finnish brewery   reported a 4 per cent rise in beer sales to 44 million litres and held an 09 per cent market share   ,1.0
924,the company is in charge of all natural gas storage activities in france   great britain   and germany   ,0.0
925,in the second quarter of   the group  s net profit rose to eur 1 million from eur 5 million in april june   ,1.0
926,  adp news     nov     finnish electronic measurement products and solutions maker vaisala oyj   omx   vaias   said today that its net profit rose to eur million   usd 1 m   for the first nine months of from eur ,1.0
927,nokia said it still expects to sell more million symbian devices in years to come   giving an indication of how it expects the phone handoff to work   ,0.0
928,rfid   radio frequency identification   is a method of so called intelligent transport   whereby information can be read and saved remotely   ,0.0
929,it operates under three distinct brands   united supermarkets   market street and united supermercado   ,0.0
930,m real   which is part of finnish paper maker metsaliitto group   is due to release its second quarter report at around 00 eet on august   ,0.0
931,clothing retail chain sepp  l    s sales increased by   to eur 2 mn   and operating profit rose to eur 1 mn from eur 1 mn in   ,1.0
932,swiss franc drops to week low on talk of snb hand  informal band,-1.0
933,operating profit before non recurring items was eur 3 mn in the first nine months of   compared to eur 4 in the corresponding period in   ,-1.0
934,finnish suominen corporation that makes wipes   nonwovens   and flexible packaging   expects changes in the market situation to reduce sales of suominen  s nonwovens and wet wipes from the previously estimated volumes   ,-1.0
935,the service also enables users to watch e mails in html format en is enhanced with addition languages to choose from   ,0.0
936,sarantel   based in wellingborough   uk   designs high performance antennas for portable wireless devices   ,0.0
937,berling capital   umo capital and veikko laine are the biggest shareholders in amanda capital   ,0.0
938,yit acquired investment rights to a 000 square metre residential project in yaroslavl and to a 400 square metre project in moscow   ,0.0
939,revenue in the quarter fell percent to   euro   4 billion compared to a year earlier   ,-1.0
940,rautalinko was resposnible also for mobility services   and his job in this division will be continued by marek hintze   ,0.0
941,external net sales from the printing business fell by 7     partly due to the termination of the printing contract between ilkka yhtyma  s printing house i print oy and sector player hss media ab in december and the fall in printing prices   ,-1.0
942,lkab   headquartered in lulea   sweden   is a high tech mining company producing upgraded iron ore products for the steel industry   ,0.0
943,we are very excited working with maxis on this first commercial deployment of   master of maya     said joe doering   head of the asia south region at nokia siemens networks   ,1.0
944,the device can also be used for theft protection and positioning of vehicles   boats and other assets   ,0.0
945,operating profit totalled eur 0 mn   up from a loss of eur 0 mn in the second quarter of   ,1.0
946,margin call of zanadvorov has given the chance to make such purchase under the credit of deutsche bank for usd million   ,0.0
947,rising costs have forced packaging producer huhtamaki to axe jobs at its hampshire manufacturing plant   ,-1.0
948,according to the finnish russian chamber of commerce   all the major construction companies of finland are operating in russia   ,0.0
949, top increases in   users holding for stocks held by robinhood traders today   https   t co tdmu0cac6w    wkhs   2  ,1.0
950,buy rating   insg inseego  stockstowatch  stocks  technology https   t co y00ic3ng3q,1.0
951,adp news   nov     finnish ac drives manufacturer vacon oyj omx   vac1v said today that it had set up new representative offices in romania and ukraine to serve the growing markets in eastern and southeastern europe   ,1.0
952,the company said that sales in the three months to the end of march slid to eur86  m us  4 m from eur91  m last year   ,-1.0
953,in finland   op pohjola  s staff union is boycotting the group  s insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages   ,-1.0
954, aapl apple cuts iphone prices in china to keep momentum going as economy continues to reopen https   t co dc3ug1ii8n,-1.0
955,it is hand painted resin with real 0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook   ,0.0
956,this implementation is very important to the operator   since it is about to launch its fixed to mobile convergence service in brazil see brazil   may     ,0.0
957, kab1   spx bearish divergences on all timeframes below 4hour  multiple indicators including macd rsi,-1.0
958,revenue and profit growth to remain subdued for india inc in q4,-1.0
959, happy wednesday   here are my  top5thingstoknowtoday in financial markets      ba  ge  ma earnings in the morning    msf ,1.0
960, carl icahn once owned  of netflix  that stake today would have been worth about  24b  he also had 52m shares of app ,0.0
961,astrazeneca pharma india falls   sebi says exchanges to monitor delisting,-1.0
962,a total   of the order value was booked in the fourth quarter of and the remainder will be booked in the second quarter of   ,0.0
963,for the fiscal year ending september   the revenue from these customers was   012 million or around 0   of the transportation group  s revenue   ,0.0
964,n viro operates processing facilities independently as well as in partnership with municipalities   ,0.0
965,due to widespread  bankruptcy  financialobligations  banks          amzn  baba  f  fb  gm  nflx  msft  nvda  chk  rrc  xom  oil  ung  oil   ,-1.0
966,for the first nine months of   the company  s net profit rose to eur41m from eur30m for the corresponding period of   ,1.0
967,the offer represents a premium of   over the stock  s closing price on friday   ,1.0
968,previously   eb delivered a custom solution for lg electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators   ,1.0
969,the line will run fully underground and will comprise stations which will be executed in two implementation stages   ,0.0
970,finnish steel maker rautaruukki oyj   ruukki   said on july   that it won a 0 mln euro     1 mln   contract to supply and install steel superstructures for partihallsforbindelsen bridge project in gothenburg   western sweden   ,1.0
971,srv will also build an aqua park with wellness area   a restaurant and a multifunctional ice arena   ,0.0
972,affectogenimap builds highly customised it solutions for its customers in finland and the baltic countries   ,0.0
973,   adjustment to the fall in price level   in contrast   has been less effective   ,-1.0
974,in today s business   you have to pre empt what consumers want   said mohammed zainalabedin   general manager   zain bahrain   ,0.0
975,the oxyview pulse oximeter is a common device to check patient blood oxygen saturation level and pulse rate   ,0.0
976, t  jul       daily stock market timing forecast        investing view       gt  buy   bullish      search for the daily stock market timing forecast     https   t co cgw2omhclq      upper lower stock    https   t co 5iepnwovui https   t co vdb3vvrlnx,1.0
977, thank you for sharing john  the title of this book holds a key word   still  and that means wall street doesn t care when y ,0.0
978,the company is in charge of all natural gas storage activities in france   great britain   and germany   ,0.0
979,the production is to be liquidated before june and employees loose their jobs   ,-1.0
980,in addition   we will launch a versatile online service to complete the traditional printed newspaper   mr  valkama says   ,0.0
981,raffles equities ltd became a substantial holder in archer exploration ltd on january with 7 million shares   2 pc     ,0.0
982,govt s boost to infra sector may auger well for road sector stocks  hemindra hazari,1.0
983,the subsidiary will be responsible for filter sales   local assembly of filters and after market services in china   ,0.0
984,bank nifty  cnx it not showing much strength despite index hitting life time high  mitesh thacker,-1.0
985, sa   china flows  second largest weekly inflow into china ever  is a new bubble in the making  as in   https   t co j ,0.0
986,an international conference call and audio webcast concerning the financial result january march will begin at 00 eet   ,0.0
987,in food trade   sales amounted to eur320  m   a decline of 1     ,-1.0
988,finland  s leading metals group outokumpu said its fourth quarter net profit more than tripled on the back of strong global demand for stainless steel   soaring base metal prices and proceeds from the sale of its technology unit   ,1.0
989,previously   the company anticipated its operating profit to improve over the same period   ,1.0
990,as a result   it has started negotiations with the banks on provisional amendments concerning the covenants and other credit terms   ,0.0
991, s amp p rallies as key insiders dump stock  traders add shorts        spx  spy   https   t co lyrdxsmnwm https   t ,-1.0
992,   upm  s deliveries increased during the third quarter by percent   and the efficiency of operations improved      chief executive jussi pesonen said   ,1.0
993, oil slipped on friday but overall remained on track for a weekly gain   noon prices   spx500 5  nas100 8   ,1.0
994,foodservice and consumer goods markets are served by approximately 000 people in manufacturing units and several sales offices in countries   ,0.0
995,the ntsb said investigators are set to conduct sight distance tests on july   using trains similar to those involved in the accident   ,0.0
996,analyst community took long to downgrade tata steel  hemindra hazari,-1.0
997,rinkuskiai raised the sales by 1 percent   to 37 million liters   while the sales of kauno alus grew by 3 percent   to 000 liters   ,1.0
998,neste oil corporation is a refining and marketing company concentrating on clean   high quality traffic fuels   ,0.0
999, little rant here    people call the vix the  fear index    volatility isn t fear   volatility is doubt   it s doubt abou ,-1.0
1000,finnish pharmaceuticals company orion  s net sales rose to eur 190mn in the first quarter of from eur 180mn in the first quarter of   ,1.0
1001,it comes complete with an lcd touch screen system for selection of your chosen function and prices start at around the pounds 805 mark   ,0.0
1002,the estonian electronic components factory   elcoteq   is running out of material because of the closure of air traffic   ,-1.0
1003,watch list names have been posted today    in total  i added more than usual to accommodate for different account sizes  also some stocks work better for  options vs  stocks  pick the set ups that look most interesting to you   stay humble  stay hungry  trade like an assassin  https   t co sgdgxgskuj,1.0
1004,fiis sell indian stocks worth rs 654 crore on thursday  biggest in a month,-1.0
1005,operating profit totaled eur 4 mn   down from eur 7 mn in   ,-1.0
1006,the pulp production in finnish kemij  rvi will also be liquidated and about 100 employees loose their jobs   ,-1.0
1007, smug traders think a big cftc non commercial net short is bullish    it was actually its largest ever right before a majo ,1.0
1008,finnish electronics contract manufacturer scanfil had net sales of eur 2 mn in the first quarter of   down from eur 1 mn a year before   ,-1.0
1009,operating profit of kauppalehti group rose to eur 5 mn from eur 3 mn   and that of marketplaces to eur 3 mn from eur 0 mn in the third quarter of   ,1.0
1010,   small firms are suffering at the moment because they are likely to have money trouble      he added   ,-1.0
1011,sampo bank  s market share of lending was 6     down from 4   in the first quarter of   ,-1.0
1012,for example   net sales increased by 9   from the first quarter   and ebitda increased from a negative eur 2 mn in the first quarter of   ,1.0
1013,multibagger idea  bank of america  merrill lynch sees  upside in jaiprakash associates,1.0
1014,renewable energy sector likely to attract sea of opportunities  adani power  tata power top bets,1.0
1015, a day keeps the to away   don t miss out  buy my stock course  amp  learn investing  become financially free with stocks   video course  on  https   t co ctm70um0rd   stocks  fb  aal  ba  mtch  tsla  twtr https   t co tof4yg16f1,1.0
1016,assa abloy kaupthing bank gave a   neutral   recommendation and a share price target of crowns   7   euro on swedish lock maker assa abloy ab   ,0.0
1017,techm s q2 numbers meet expectations  but earnings downgrades likely  girish pai,-1.0
1018,need to be patient while investing in oil and gas stocks  iv subramaniam  quantum amc,1.0
1019,in the second quarter of   the company  s net profit was eur1  m compared to a net loss of eur1  m in april june   ,1.0
1020,d street fears a volatility spike on uncertainty over fed  heavy fpi selling and weak rupee,-1.0
1021,lack of substantial increase in the rural income is impacting m m  sandeep j shah  sampriti capital,-1.0
1022,volkswagen shares plunge the most in six years on us emission scandal,-1.0
1023,   we are proud to welcome another distribution facility to north mississippi and the region known as the logistics center of the united states      said gray swoope   executive director of mda   ,1.0
1024,exide extends losses  down  in three months  is it still worth buying ,-1.0
1025,ready to try the crypto  pi network   stanford university phd graduates made the first phone app that mines currency absolutely free  because it is beta you need a member to invite  use code  xcsresources   nkla  tsla  gnus  xspa  amzn  idex  mark  svte  mvis  ne  idex,1.0
1026,  adpnews     feb     finland based steel maker rautaruukki oyj   hel   rtrks     or ruukki   said today it slipped to a larger than expected pretax loss of eur million   usd 5 m   in the fourth quarter of from a ,-1.0
1027,finnish textiles and clothing group marimekko oyj posted a net profit of 99 mln euro   4 mln for   compared to 4 mln euro   9 mln for   ,-1.0
1028,bhel may stay under pressure on weak fundamentals  looming disinvestment  anand tandon,-1.0
1029,at this stage   a maximum of 000 tulikivi series a shares will be acquired   representing about 16 per cent of the company    s shares outstanding   ,0.0
1030,in finland   the bank of   land reports its operating profit fell to eur 1 mn in the second quarter of from eur 5 mn in the second quarter of   ,-1.0
1031, apple to re close stores in houston  tx on covid spike  aapl,-1.0
1032,the major breweries increased their domestic beer sales by 5 per cent last year   to 88 million litres from 92 million litres in   ,1.0
1033,cash flow after investments amounted to eur45m   down from eur46m   ,-1.0
1034,the new company   diapol s r l    would manufacture tools meant for glass and stone pre processing   ,0.0
1035, officesupply orders up significantly as  usa shifted to  workfromhome   see more data  https   t co w29qpiicmd   covid19  alternativedata  homeoffice  officedepot  officemax  shopping  staples  fedexkinkos  usps  dhl  tntexpress  odp  cio  fdx  ups  hpp  hiw  hyg  amzn  ebay  m https   t co mx1gzty6wo,1.0
1036,sports equipment sales also progressed well owing to the prolonged winter season   ,1.0
1037,  nordea  s definitely too big for sampo to acquire     said an analyst   but sampo would appear to have an agenda for nordea ahead of the privatisation   ,0.0
1038,altogether capman employs approximately people in helsinki   stockholm   copenhagen   oslo   moscow and luxembourg   ,0.0
1039,in september alone   the market declined by 2 percent year on year to 28 million liters   ,-1.0
1040, s amp p  update on  coronavirus vs financial crisis vs dot com    spx is now approaching the month moving average  w ,-1.0
1041,  adp news     jan     finnish mobile phones maker nokia oyj   omx   nok1v   said today its operating profit decreased to eur billion   usd 5 bn   for from eur billion for   ,-1.0
1042,bajaj finserv  max india  reliance capital rally as cabinet clears  fdi in insurance,1.0
1043,the first charging stations will be made available already in and a whole network is to be ready in   ,0.0
1044, not liking the price action here on  spx  would be very wary if your long watch out  if  is lost could easily test ,1.0
1045,yit  s baltic sales in the first three quarters of totaled 2 million euros   representing a drop of percent year on year   ,-1.0
1046,   harmonics  charts  trading  spx  spx  es f  es  es f  spy  dow  dow  rty  rut  dax  ftse  nq  nq https   t co umus8woike,0.0
1047,   basware  s product sales grew strongly in the financial period   by percent   ,1.0
1048,in   million tonnes co2 of eua   eu allowance   emissions credit in eu   was traded with an underlying market value approx   ,0.0
1049,based on the calendar year the combined company had eur15  bn in pro forma annual revenues and is expected to start operations with 000 employees   ,0.0
1050,two promoter entities of irb infrastructure sell shares worth rs crore,-1.0
1051,aspocomp group   headquartered in helsinki   finland   develops interconnection solutions for the electronics industry   ,0.0
1052,basware business transactions service enables the customer to receive and send invoices in an electronic format   ,0.0
1053, bronze  kroger stunned with  e commerce gain  has to prove it s not a coronavirus blip  largest us supermarket chain lagged co ,1.0
1054,ahlstrom  s 700 employees serve customers via sales offices and production facilities in more than countries on six continents   ,0.0
1055,result before taxes decreased to nearly eur 5 mn   compared to nearly eur 20mn in the previous accounting period   ,-1.0
1056,in q1 of   bank of   land  s net interest income increased from eur 1 mn to eur 7 mn   ,1.0
1057,at 33 pm   the omx helsinki was 30 pct lower at 463 and the omx helsinki was down 37 pct at 537 on volume of mln eur   ,-1.0
1058,do not prefer united spirits at current levels  avinnash gorakssakar,-1.0
1059,q1 eps estimates for merck  amp  co   inc   mrk lowered by svb leerink  https   t co vi2fdhysb8,-1.0
1060,finnish it consultancy satama interactive oyj said on november   that jarmo lonnfors took up the position of ceo   ,0.0
1061,the objective of the st  petersburg office is first to boost the company  s maintenance business   ,0.0
1062,the financial impact is estimated to be some 5 meur annual improvement in the division  s result   starting from fiscal year   ,1.0
1063,in sales volume   coca cola  s market share has decreased by 2   to 2     ,-1.0
1064,chile  on the road to recovery in  https   t co xp152ee1hm  aapl  tsla  fb https   t co chvzqi7fv3,0.0
1065, ge brings good things to living  brings good things to life   this has to have some big news on horizon   spy  spx  es f  sp500  es f  spx          uvxy  tvix  vix https   t co pv0bomzryz,1.0
1066,  adp news     finnish handling systems provider cargotec oyj   hel   cgcbv   announced on friday it won orders worth eur million   usd 2 m   to deliver linkspans to jordan   morocco and ireland   ,1.0
1067,our superior customer centricity and expertise in digital services set us apart from our competitors   ,1.0
1068,also note      es lod   75   so far bears are unable to press below  es round level    es  es f  spx  spy  nq  nq f  ndx  qqq  rty  rty f  rut  iwm  ym  ym f  dia https   t co ndzqblmrax,-1.0
1069,outlook to remain negative till nifty regains levels  mitesh thacker,-1.0
1070,the share sale   to foreign and finnish investors   is expected to raise some euro300 million   us  million     ,0.0
1071,fin tech slips   mcx down  as cops arrest jignesh shah  aide,-1.0
1072,managing director timo kohtam  ki of lemmink  inen infra nevertheless points out the continued need for infrastructure construction in the baltic markets   ,0.0
1073,previously   eb delivered a custom solution for lg electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators   ,1.0
1074,viking line  s cargo revenue increased by 4   to eur 46 mn   and cargo volume increased by 4   to 116 cargo units   ,1.0
1075,ipca slips over  as july september profit lags some estimates,-1.0
1076,both operating profit and net sales for the month period increased   respectively from eur10  m and eur28  m   as compared to the financial year   ,1.0
1077,the size of the extension   5   of which already has been let   will have a gross area of about 830 sq m 460 sq ft   ,0.0
1078,f secure internet security is a security service for surfing the web   online banking and shopping   e mail   and other online activities   ,0.0
1079,won leads asia fx slide as volatile china stocks  greece hit sentiment,-1.0
1080,eps for the quarter came in at 36 eur   up from 33 eur a year ago and ahead of forecast of 33 eur   ,1.0
1081,the continued operations mean the structure after the restructuring of the aspocomp group including aspocomp oulu and the headquarter operations   ,0.0
1082,finnish financial group aktia  s operating profit for increased to eur 0 mn from eur 6 mn in   ,1.0
1083,turnover surged to eur61  m from eur47  m due to increasing service demand   especially in the third quarter   and the overall growth of its business   ,1.0
1084,it also turned in earnings per share   eps   of eur 44 versus loss per share of eur 26   ,1.0
1085,aug      curbed delivered by newstex      and now   the latest from racked   covering shopping and retail from the sidewalks up   ,0.0
1086,current surge in fuel prices not enough to reassure investment in oil and gas space  hemindra hazari,0.0
1087, 8620 levels to be key support area for nifty in the coming days  mitesh thacker,1.0
1088,monsoon fears  tight npa norms weigh on shriram transport finance,-1.0
1089,with the launch of new 3g handsets   nokia aims to become the winner in china  s 3g market as it did in the 2g market   ,1.0
1090, 16 july   finnish steel maker rautaruukki oyj hel   rtrks   or ruukki   said today it turned to a net profit of eur20m in the second quarter of from a net loss of eur94m in the corresponding period last year   ,1.0
1091,the company said that its investments in the new market areas resulted in sales increase in sweden   poland   russia and lithuania   ,1.0
1092,increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan   ,0.0
1093,more than special events in the three counties during four months were hosted by the library system and its nine branch libraries   ,0.0
1094, microsoft was a great company in    msft was still a great company in   it would take you years for you to break ,1.0
1095,complete name of shareholder   otto henrik bernhard nyberg for further information   please contact maija liisa friman   ceo   tel   9 0711   ,0.0
1096,via the takeover   panostaja further expands its business area specialising in digital printing   which since previously consists of the subsidiaries kopijyva oy and sokonet oy   ,1.0
1097,teliasonera has secured deliveries for 4g modems with support for 3g and 2g during the second quarter   ,1.0
1098,the engine has an electrical output of 321 kw   making it the largest gas powered generating set in the world   ,0.0
1099,iip data below market expectations  vikas khemani  edelweiss securities ltd,-1.0
1100,this will be done domestically and in neighboring markets   both organically and through acquisitions   ,0.0
1101,weekly state of markets and trading ideas report  crash ahead  https   t co 0nzsucpd0c  es f  spx  spy  dia  labu  xbi  gld https   t co tkxu8dnoi9,-1.0
1102,gmr infrastructure net loss widens to rs crore for september quarter,-1.0
1103,poyry  s contract includes engineering management   civil and detail engineering services   and time scheduling and procurement services   ,0.0
1104,   msft  goog  fb earnings and their positive tone means nothing  they are hugely dependent on macro economy and should not be the ones we lean on to forecast economy ,1.0
1105,   in terms of profitability and earnings was the best year in our history      chief executive veli matti mattila said   ,1.0
1106, dont look now  tlss up premarket  wouldnt merger news with  amzn be perfect for all those people who sold for a loss ,1.0
1107,operating profit excluding restructuring costs grew to eur 5 million from eur 7 million while operating profit including restructuring costs showed even larger growth to eur 5 million from eur 4 million   ,1.0
1108,   this contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries   such as oil shale processing   ,1.0
1109,finnish aktia group  s operating profit rose to eur 5 mn in the first quarter of from eur 2 mn in the first quarter of   ,1.0
1110,shares in royal and sun alliance continued to slide back from a month high of 172p last month   after a potential suitor ruled itself out of a takeover bid   ,-1.0
1111, invest  dear premium major markets members  the daily update was sent out  not a member yet  visit my website to signup  month ,0.0
1112,one can also apply for jobs directly from the ipad   select which cv to attach and which covering letter is most appropriate for each position   ,0.0
1113,exel  s board of directors will propose a dividend of 2 euro   3 per share for at the annual general meeting on april     ,0.0
1114,the concept enables a commercially affordable way to manufacture high quality tco coated glass for the solar industry   ,1.0
1115,nz dollar hits year low after central bank chief s fx comments,-1.0
1116, ba  eadsy   qatar airways threatens boeing and airbus  https   t co e6z3xkhcuz  business  stockmarket  stocks,-1.0
1117,both operating profit and sales for the three month period increased   respectively from eur0  m and eur13  m   as compared to the corresponding period in   ,1.0
1118, spx  spy can we close out this quarter already so we can get back to selling ,-1.0
1119,finnish publishing and printing group ilkka yhtym   will introduced a staff smoking ban as of the beginning of at the company  s three newspapers   ,0.0
1120,the sales of the tiimari segment fell by 0   year on year to eur3  m in june   ,-1.0
1121,the presentation material can be viewed on the company  s website in english after the conference   ,0.0
1122,the group  s revenue in amounted to eur million and the company currently employs approximately people   ,0.0
1123,cipla s attractive valuation post  fall in a month makes it a good long term buy,1.0
1124,finnish consumer packaging manufacturer huhtamaki oyj said it swung to a net profit of 1 mln euro   6 mln in the first nine months of from a net loss of 6 mln euro   3 mln in the same period of   ,1.0
1125,combining the two producers will create a strong eu based fertilizer industry capable of meeting global competition   they added   ,1.0
1126,the new company   diapol s r l    would manufacture tools meant for glass and stone pre processing   ,0.0
1127,lessons from inox wind listing  firms with smaller businesses can unlock value by separate listing,0.0
1128,   our customer has been satisfied with basware invoice automation solution and extends the implementation to new geographies   ,1.0
1129,according to viking line  s managing director   nils erik eklund   the company  s board of directors is very satisfied with viking line  s performance   ,1.0
1130, jnj cfo joe wolk tells me he wasn t  sure until last week that the company would be giving guidance today  their a ,0.0
1131,cost cutting measures   which have produced around eur70m of savings over the past nine months   have dampened the airline  s loss   finnair said   ,1.0
1132,hearst will be able to consolidate about   of all russian market for advertising in press after the purchase   ,1.0
1133,finnish and swedish construction markets are still experiencing an estimated   annual growth in   ,1.0
1134,short interest in lions gate entertainment corp   lgf a declines by 3  https   t co shmvrlxhzm  stocks,-1.0
1135, adap ipo  pt will be easy to do should  gsk    mrk report favourable first data at  asco2020 from its ,1.0
1136,tiimari   the finnish retailer   reported to have geenrated quarterly revenues totalling eur 3 mn in the 4th quarter   up from eur 3 mn loss in   ,1.0
1137,operating loss before non recurring items was eur 9 mn   compared to a profit of eur 5 mn in   ,-1.0
1138,the 200 square metre technology center is located near university of tampere in central tampere   ,0.0
1139,sales came in at mln eur   compared with 4 mln   and also beating consensus forecasts of mln eur   ,1.0
1140,   we are delighted to welcome elisa to our board of directors      said garry mcguire   ceo of rmg networks   ,1.0
1141,da davidson downgrades first bancorp  fbnc to neutral https   t co bi5vmt7sun  stocks,-1.0
1142,  beijing xfn asia   hong kong listed standard chartered bank said it has signed a china mobile phone dealer financing agreement with nokia   making it the first foreign bank to offer financing to the country  s small and medium enterprise  lr ,1.0
1143, thursday s   qqq  spy  uvxy  tvix  tsla  nflx  msft  nvda  mu  snap  pypl  sq  twlo  twtr  v  zm  roku  txn  work  zuo ,0.0
1144,the properties were purchased from swedish private equity real estate firm niam and goldman sachs   whitehall street real estate funds   ,0.0
1145, it s always good to know how much a company cost  amp  pays for dividends per share  companies i like  of many  that pay goo ,1.0
1146,guys if market stays below till expect a major major crash in nifty  nifty  banknifty  stocks,-1.0
1147,finnish consulting and engineering group poyry plc   omx helsinki   poy   said on wednesday   october   that it has been awarded a contract by tanqia dibba fzc as owner engineer for the wastewater system of dibba   emirate of fujairah   uae   ,1.0
