,text,sentiment
1007,biden   s infrastructure plan could push more cities to offer internet service directly,1.0
1008,u s  based t corp  is in talks with scandinavian telecoms company teliasonera to sell its stake in uzbek cellular operator coscom   an executive at coscom told interfax  ,0.0
1009,applying for summer work is seen as laborious and stressful  ,-1.0
1010,simmons elected dcuc chairman portsmouth   n h  gordon a  simmons   ceo of service credit union   has been elected chairman of the defense credit union council for the 2007 2008 term  ,0.0
1011,finnish beverage company olvi is introducing a new long drink olvi kultalonkero      golden long drink      in the market in finland in the spring of 2009  ,0.0
1012,both sources said nokia would unveil its new phone code named    tube    on oct  2 at an analyst and media event in london  ,0.0
1013,finnish larox has signed a contract with the talvivaara project for the delivery of filters to the talvivaara nickel mine in sotkamo   in finland  ,1.0
1014,steve jackson   ebusiness analyst at satama and former ceo of aboavista said      google broke the mold when they gave away google analytics for free  ,0.0
1015,tecnomen  s solution can be used for prepaid and post paid billing   for charging and rating of voice and video calls   data traffic and any kind of content services in both mobile and fixed networks  ,0.0
1016,the value of the confirmed aircraft orders totals eur 2bn  ,0.0
1017,pge belchatow runs the 4 44 gw belchatow coal fired power plant   and fortum has intentions to start a ccs demonstration project jointly with teollisuuden voima oyj   tvo     another finnish utility   at the their jointly owned 565mw meri pori coal fired facility  ,0.0
1018,the first installment of the cinema series concludes with a profile of finnish inventor olavi linden   whose personal artistic journey and work at fiskars has led to dozens of design awards  ,0.0
1019,   as defences mature   attackers develop trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing   screen shots   video captures   keylogging and injection of form fields  ,0.0
1020,unit costs for flight operations fell by 6 4 percent  ,1.0
1021,the terms and conditions of the stock option scheme 2008 are available on the company  s internet pages www sanoma com  ,0.0
1022,exel composites   long term growth prospects remain favourable   however  ,1.0
1023,m real  s sales are expected to have increased by 4   year on year to eur609m in the second quarter of 2010  ,1.0
1024,sales were down 14 per cent in finland and up 27 per cent abroad where sales were lifted by the strong growth in sales in russia and lithuania  ,0.0
1025,the arrangements do not apply to the group  s units outside finland  ,0.0
1026,the other deal is for process cranes to the russian steel mill pntz in pervorouralsky through an order placed by turkish construction company gama endustri tesisleri imalat ve montaj as  ,0.0
1027,kesko agro lietuva   the agricultural machinery and grain trader and another member of the kesko group   boosted its sales by 42 9 percent to 13 4 million euros   vat inclusive  ,1.0
1028,the company is also seeking possibilities to relocate the luumaki personnel   some 50 people   to other upm mills  ,0.0
1029,according to ceo matti perkonoja of the parent company hkscan   the company  s performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009  ,-1.0
1030,founded in 1985   quatrocon  s clientele consists of public sector builders   central trading companies and major construction firms  ,0.0
1031,central europe is an important market area for honka  ,0.0
1032,the diameter protocol is developed according to the standards ietf rfc 3588 and ietf rfc 3539  ,0.0
1033,   indo russia trade can cross the targeted 10 billion dollars by 2010 and double to 20 billion dollars by 2015   if trade irritants and procedural hassles are resolved      the chamber said in its survey on obstacles to trade with russia  ,1.0
1034,panostaja owns a 68 77 pct of share capital and the voting rights of suomen helasto shares following an exchange of shares which was carried out on may 30   2007  ,0.0
1035,jacobs has been supporting storengy  s investment of developing storage sites since 2006 as owner  s engineer  ,0.0
1036,according to sepp  nen   the new technology umts900 solution network building costs are by one third lower than that of the building of 3 5 g networks   operating at 2 100 mhz frequency  ,1.0
1037,cargotec will also move hallberg ivarsson  s service and installation business under the same roof with its service center for kalmar and macgregor solutions in gothenburg  ,0.0
1038,it has several innovative small molecule and biological drug candidates at different stages of clinical development  ,0.0
1039,sanoma will continue to focus on investing in digital media and on strengthening its market positions  ,0.0
1040,the products have a low salt and fat content  ,0.0
1041,when the omx market forwards mature on may 16   2008   novator finland oy  s direct shareholding in amer sports corporation will exceed one fifth 1 5 of the company  s shares and voting rights  ,0.0
1042,sampo group that has become a major shareholder in nordea owns trygvesta  s main competitor   if p   c insurance  ,0.0
1043,the intent of the article was to focus attention on the fact that the development model that china had followed was very different than the model that india had followed  ,0.0
1044,business boomed after ostrom helped plant a small story about rapala lures in a life magazine issue that featured marilyn monroe on the cover  ,1.0
1045,fortum needs a clear signal of commitment from the government that the permit is available before the company will start the next round   kuula says  ,0.0
1046,   tweeple should check who  s following them   and be cautious when clicking on urls and tinyurls     ,0.0
1047,finnish talentum reports its operating profit increased to eur 20 5 mn in 2005 from eur 9 3 mn in 2004   and net sales totaled eur 103 3 mn   up from eur 96 4 mn  ,1.0
1048,china reports 23 new covid 19 cases versus 19 the day before  ,-1.0
1049,under the agreement   pfizer has been funding biotie  s research activities on the pde10 phosphodiesterase 10 inhibitor program since its start in late 2006 and has the sole authority to develop discovered compounds  ,0.0
1050,the markets are almost completely controlled by three banks   nordea   op bank group   and sampo  ,0.0
1051,the committee proposes the following remuneration   a monthly remuneration of eur 5 000 for the chairman   eur 3 500 for the deputy chairman   and eur 2 500 for the other board members  ,0.0
1052,elcoteq  s revenues in 2007 were approximately eur 120 million  ,0.0
1053,country     finland sector   construction real estate target   pohjolan design talo oy buyer   capman oyj vendor   ruukki group oyj deal size in usd   102 6 m type   divestment status   agreed,0.0
1054,it includes the company  s new   highly powerful   compact and scalable flexi multiradio 10 base station  ,0.0
1055,the company  s share is listed in the mid cap segment of the nasdaq omx helsinki  ,0.0
1056,   there  s the issue of thieves stealing them from building sites      said mr smith  ,-1.0
1057,a paper mill in the central maine town of madison soon will have a new owner  ,0.0
1058,lead production   in turn   should increase to 60 000 tonnes through 2009 in what would be a twofold increase from current capacity levels   zahariev said  ,1.0
1059,25 march 2011   finnish electronics contract manufacturer scanfil oyj hel   scf1v said today its plan to merge wholly owned scanfil ems group with ojala yhtyma oy has hit a snag as shareholders of the domestic rival rejected the deal  ,-1.0
1060,the upgraded factory is scheduled to come on stream in the summer of 2008  ,0.0
1061,   the margarine business has been put into good shape in the last two years   making it a natural addition to bunge   which is looking to leverage its position in the central and northern european markets      raisio ceo matti rihko said in a statement  ,1.0
1062,performance is based on values and sustainability  ,0.0
1063,it is also 7 7 pct above the 12 month volume weighted average price of the stock  ,1.0
1064,finnish energy company fortum has set itself new stricter target limits for short term carbon dioxide emissions from its heat and electricity production  ,0.0
1065,price talk is in the mid market swaps plus 105 bps area and the leads are barclays   bnpp   ubs and cba  ,0.0
1066,the finnish supplier of bss oss and vas for telecom operators   tecnotree   has received expansion orders worth a total us  7 3 mn for its convergent charging and next generation messaging solutions in latin america   the company announced without specifying which operators had placed the orders  ,1.0
1067,the company will disclose further details   including the anticipated transaction timetable and the name of the new investor   within one week  ,0.0
1068,protalix is developing genetically engineered proteins from plant cells  ,0.0
1069,the natural source of isoprene is the tree species hevea brasiliensis   also known as the rubber tree  ,0.0
1070,the value of orders on hand totaled eur 237 1 mn  ,0.0
1071,ceo erkki j  rvinen is happy with the company  s performance in 2010  ,1.0
1072,production at the plant will be based on neste oil  s proprietary technology that can use a flexible input of any vegetable oil or animal fat  ,0.0
1073,the share sale   to foreign and finnish investors   is expected to raise some euro300 million   us  380 million    ,0.0
1074,basware is headquartered in espoo   finland  ,0.0
1075,the study was not designed to enable formal statistical evaluation of therapeutic activity   the company said  ,0.0
1076,diluted eps rose to eur3  68 from eur0  50  ,1.0
1077,he said      it is for sale again and we will be actively marketing it  ,0.0
1078,earnings per share eps are seen at eur 0 56   up from eur 0 38  ,1.0
1079,the annual net sales of the unit is some eur 5 million and it currently employs some 55 people  ,0.0
1080,as a result   the company currently anticipates net sales to increase and the operating result to be positive  ,1.0
1081,it is estonia  s second largest meat processing company by market share   according to ac nielsen  s 2008 data   13 percent    ,0.0
1082,pretax profit decreased to eur 33 8 mn from eur 40 8 mn in the fourth quarter of 2005  ,-1.0
1083,the acquisition does not have to be from the frozen foods or fish sector   as long as it has synergies with l  nnen tehtaat  s other businesses  ,0.0
1084,sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006 07  ,-1.0
1085,f secure also point out the logical weakness in the sequenced numbers of a card approach that has apparently already been utilised  ,-1.0
1086,this allows devices such as mobile phones to become a few millimetres thinner  ,0.0
1087,australian government sells a 14b in new 2032 bond,0.0
1088,via the move   the company aims annual savings of some eur 3 million usd 4 3 m   the main part of which are expected to be realized this year  ,1.0
1089,the remote radio head module will be available at 4w power for 2 5 ghz and 3 5 ghz tdd frequency bands  ,0.0
1090,it has some 30 offices worldwide and more than 90 pct of its net sales are generated outside finland  ,0.0
1091,the report provides a comprehensive insight into the company   including business structure and operations   executive biographies and key competitors  ,1.0
1092,honkarakenne also decided yesterday to sell 88 500 of its b series shares to key staff members for eur2  9 per share  ,0.0
1093,under the transaction agreement   metsaliitto will purchase 24 7   of metsa botnia  s shares from upm and 3   from m real  ,0.0
1094,based on the design of previous handsets   the nokia e72 and nokia e63 this symbian based model is promised to offer direct access to over 90 per cent of the world s corporate email through mail for exchange and ibm lotus notes traveler  ,0.0
1095,the group posted net sales of 35 3 mln euro   46 5 mln and an operating profit of 760 000 euro   1 0 mln in 2005  ,0.0
1096,cameco typically prices sales contracts using a 40 60 ratio of fixed prices and spot prices  ,0.0
1097,tip of the week panfish like bluegills are great fun to catch   especially for children new to fishing  ,0.0
1098,operating loss totaled eur 0 3 mn compared to a profit of eur 2 2 mn in the corresponding period in 2007  ,-1.0
1099,in the second quarter of 2010   the company  s net profit was eur1  7 m compared to a net loss of eur1  3 m in april june 2009  ,1.0
1100,nokia   which has a strong track record in the lower end handset market   said in july its touch screen offering would come this year and be cheaper than rival models in order to tap into a higher volume market  ,1.0
1101,net profit in the three months through march 31 fell to    x20ac   103 million   us  165 million   from    x20ac   131 million a year earlier   the finnish company said  ,-1.0
1102,today the orange scissors are the iconic symbol of the excellent ergonomic design and superior quality associated with every product from fiskars  ,0.0
1103,in finland   hamina cargo terminal   of finnish nurminen logistics   has purchased a warehouse with ground lease rights in the port of hamina  ,0.0
1104,the prices of stainless steel also rose in europe  ,0.0
1105,uncertainties still exist   however  ,0.0
1106,frost sold shares for   19 million at   6 06 7  12 per share   compared with friday  s high of   11 33 and low of   10 14  ,-1.0
1107,valmet automotive reports net sales of eur 85mn and operating profit of eur 8mn  ,0.0
1108,adanac molybdenum of canada has ordered grinding technology for its molybdenum project in british columbia   canada   while shalkiya zinc of kazakhstan has awarded a contract for grinding technology for the shalkiya zinc lead project in kazakhstan  ,1.0
1109,share repurchase 11 01 2008 in the helsinki stock exchange on behalf of sampo plc danske bank a s helsinki branch,0.0
1110,the turbines are expected to be launched by the end of 2012  ,0.0
1111,the rationalization of the operations seeks to achieve over eur 1 million in yearly savings as from the second quarter of the current financial year  ,1.0
1112,a total eur73  7 m will be provided as secured senior three year debt from the syndicate   involving pohjola bank hel   poh1s   the finnish arm of nordea bank ab sto   nda   and sampo bank hel   samas  ,0.0
1113,the orders also include a few high power drives for the control of seismic compressors  ,0.0
1114,particular attention is being paid to energy efficiency in the construction of the building   as it is designed to meet the requirements of energy class b   and leed certification will be applied for  ,0.0
1115,relations with the city have been further damaged by comments from mr ashley criticising city investors and analysts as    cry babies     ,-1.0
1116,biohit and vwr have been in close cooperation for a number of years in the us   where biohit is one of vwr  s focus suppliers  ,1.0
1117,cdp was established on the initiative of institutional investors   however   the annually published results also interest an increasing number of customers and other interest groups of the reporting companies  ,0.0
1118,arvo vuorenmaa   the loviisa plant  s general manager said the application for the new licence was a    standard    procedure and that he was    quite confident    about approval being granted  ,1.0
1119,market data and analytics are derived from primary and secondary research  ,0.0
1120,music is provided by all major international and regional labels including universal music group   sony music entertainment   warner music   emi music   rotana   mazzika   melody music   platinum records   and leading content aggregator the orchard   as well as thousands of independent labels  ,0.0
1121,jpmorgan buys stake in robert kraft s sports data company,0.0
1122,the pine oil project is related to the upgrade of the chemical recovery plant of upm at its pulp mill in kymi   southern finland  ,0.0
1123,the bank of tokyo mitsubishi ufj   ltd acted as agent for the loan  ,0.0
1124,the layoff talks were first announced in august  ,0.0
1125,the firm generated sales of 187 mln eur in 2005  ,0.0
1126,the period  s sales dropped to eur30  6 m from eur38  3 m   according to the interim report   released today  ,-1.0
1127,operating loss totalled eur 12 7 mn   compared to a profit of eur 17 7 mn in the first half of 2008  ,-1.0
1128,the venture recently agreed to buy motorola  s wireless networks business for   1 2 billion and to deploy lightsquared  s national 4g network  ,0.0
1129,the expanded company will continue to be called newpage  ,0.0
1130,nasdaq listed yahoo inc has introduced a new service that enables malaysians to take their favorite internet content and services with them on their mobile phones  ,1.0
1131,efficiency programs totalling 100 million euros are under way in finnair  ,1.0
1132,through the new production lines at the novator mill in veliky ustjug   vologda oblast   sveza will change its current 1 5 m by 1 5 m birch plywood production targeting the domestic market to produce 1 5 m by 3 0 m overlaid birch plywood for the global market  ,0.0
1133,  counter your competitor  s strengths and target their weaknesses  ,0.0
1134,the acquisition was financed with   2 56 billion of debt arranged by goldman   sachs   co   ,0.0
1135,the first quarter was as expected and was in line with analysts   forecasts  ,0.0
1136,scandic feed will also diversify tosno  s product portfolio further  ,0.0
1137,finnair  s passenger load factor   which measures the number of sold seats as a share of all available seats   dropped by 1 3 percentage points to 76 7   in september  ,-1.0
1138,finnish power supply solutions and systems provider efore oyj said its net loss widened to 3 2 mln euro   4 2 mln for the first quarter of fiscal 2006 2007 ending october 31   2007 from 900 000 euro   1 2 mln for the same period of fiscal 2005 06  ,-1.0
1139,u s  equity futures were trading higher the morning after the s p 500 notched another record high despite a surge in consumer prices in may,1.0
1140,the finnish company claims to have over a quarter of a million contented tulikivi fireplace business and homeowners worldwide  ,0.0
1141,the total value of the agreement is usd4  0 m   the company said  ,0.0
1142,suicide bombing at indonesian catholic church wounds 14  ,-1.0
1143,according to laavainen   raisio  s food marketing used to be reactive and inconsistent  ,-1.0
1144,the floor area of the yliopistonrinne project will be 7 900 sq m 85 030 sq ft and the building  s gross area will total 12 800 sq m  a total 25 1   of the facilities have been let  ,0.0
1145,alma media expects its net sales to increase as forecast previously  ,1.0
1146,the company  s board of directors will propose a dividend of eur 0 95 per share for 2008 at the annual general meeting   scheduled to be held on march 23   2009  ,0.0
1147,incap and lankapaja aim to enter into actual agreement to transfer the sheet metal production to the buyer in february in order to complete the transfer on 1 march 2011  ,1.0
1148,vaisala  s present weather detector measures visibility up to 20 km   as well as precipitation type and intensity  ,0.0
1149,other measures included increasing synergies and economies of scale within the grimaldi group and personnel adjustments   divestments and redelivery of excess tonnage  ,0.0
1150,the group  s net sales in 2007 were eur683  6 m ,0.0
1151,   soon after   the collisions started     ,0.0
1152,a merger between upm and finnish swedish stora enso is not likely either  ,0.0
1153,dubbed nokia money solutions   company officials say the initiative would seek to bridge the gap between the banked and unbanked in developing countries  ,1.0
1154,the deal includes the entire personnel of planmill oy   who will transfer to the new company as so called old employees  ,0.0
1155,kazgiprotsvetmet and outotec finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in kazakhstan and the surrounding countries  ,1.0
1156,the online ice chart shows no ice in the area of estonia  s sea ports on the coast of the gulf of finland  ,0.0
1157,our customers come from the following countries   uk   usa   spain   france   italy   germany   china   sweden   norway   netherlands   austria   belgium   switzerland   czech republic   serbia   finland   canada   russia   ukraine   portugal   denmark   ireland   south korea   estonia and liechtenstein  ,0.0
1158,this combined with foreign investments creates interesting opportunities for solteq  ,1.0
1159,short term licenses for the games cost as little as   3 while purchasing a game outright can cost as much as   10 or   15  ,0.0
1160,following the transaction   lundbeck has worldwide rights for nalmefene   excluding north america   mexico   turkey and south korea  ,1.0
1161,both companies will keep their commercial independence and continue to market their traditional products individually  ,0.0
1162,however   the suspect stole his burgundy nissan altima  ,-1.0
1163,additionally   information on business segments   competitors and future outlook are provided  ,0.0
1164,finnish investment group neomarkka oyj   hel   nembv   said today that it will buy the former production facilities of kuitu finland ltd   as part of negotiations on the option to invest in specialty cellulose fiber business  ,0.0
1165,s already good position in the technical building services market in ostrobothnia  ,0.0
1166,uk manufacturers report swift recovery  more investment,1.0
1167,its customers include local companies slo oy   kiilto oy   toptronics oy   normark suomi oy   pellonpaja oy and mansner oy  ,0.0
1168,in the fourth quarter of 2009   atria  s net loss shrank to eur 1 2 million from eur 5 9 million and net sales contracted to eur 340 4 million from eur 361 1 million  ,1.0
1169,metso foundries jyvaskyla oy will discontinue production on this line by 30 september 2008   the company said  ,0.0
1170,rimvesta is now controlled by the estonian owned real estate development company ell nekilnojamas turtas   which a member of merko   the largest construction group in the baltic countries  ,0.0
1171,the orange handled scissors from fiskars are part of the permanent design collection of the museum of modern art in new york   as well as the philadelphia museum of art  ,0.0
1172,in the reporting period   eps stood at eur0  07 versus eur0  11  ,-1.0
1173,   i see my new post as an inspiring challenge  ,0.0
1174,the name of the newspaper publishing and printing division sanoma will be changed to sanoma news  ,0.0
1175,the 19 200 square metre technology center is located near university of tampere in central tampere  ,0.0
1176,it offers advanced machinery maintenance and process development services to the pulp and paper industry in northern china  ,0.0
1177,aspo plc stock exchange announcement may 4   2006 at 10 00 a m  an increase in the share capital of aspo plc totaling eur 1 125 60 was registered today  ,1.0
1178,also construction expenses have gone up in russia  ,-1.0
1179,the gross area of the innova 2 project will be about 10 000 sq m   107 600 sq ft    ,0.0
1180,for the purposes of the possible acquisition   pkc would establish a subsidiary in poland  ,0.0
1181,ahlstrom corporation stock exchange announcement 7 2 2007 at 10 30 a total of 56 955 new shares of ahlstrom corporation have been subscribed with option rights under the company  s stock option programs i 2001 and ii 2001  ,0.0
1182,chip shortage to last until at least mid 2022  warns manufacturer  ,-1.0
1183,6 october 2010   finnish paints and coatings company tikkurila oyj hel   tik1v announced today the launch of tikkurila prohouse method for protection of wooden surfaces via treatment with ultra pro waterborne products  ,0.0
1184,joint procurement will be later extended to the factories in the baltic countries  ,0.0
1185,the first stage of the contract covers 133 stores and 600 cash registers  ,0.0
1186,uk employment picks up as restrictions ease,1.0
1187,russian officials inspected the damage and gave the vessel permission to continue to tallinn at around 4 30 a m  the norwegian registered m t sten nordic was carrying 11 000 tons of gas oil and was manned by a filipino crew  ,0.0
1188,the solutions will be used for upgrading the networks of a russian mso in 37 different cities in russia  ,1.0
1189,the first of the two project phases is expected to be completed by the end of 2012  ,0.0
1190,finnish silicon wafer technology company okmetic oyj omx helsinki   okm1v reported on thursday 30 october an operating profit of eur7  4 m for january september 2008   up from eur6  1 m in the corresponding period in 2007  ,1.0
1191,return on equity stood at 18 3   compared to 15 4   in the third quarter of 2005  ,1.0
1192,cargo volume grew by 7    ,1.0
1193,hong kong risks its global finance status over covid isolation  ,-1.0
1194,4   complete name of the shareholder   otto henrik bernhard nyberg 5   further information   the amount of shares now transferred corresponds to 5 68   of the total number of shares in aspo plc   ,0.0
1195,finnish fibre based materials maker ahlstrom corp   hel   ahl1v   said today it decided to close down its spunlace composite production line number 23 at chirnside plant in the uk by the end of march 2011  ,0.0
1196,ruukki is restructuring commercial and industrial construction operations in pursuit of permanent improvements whilst adjusting operations to market conditions  ,0.0
1197,the transaction is in line with aspo  s strategy to expand in the baltic sea region and in the eastern markets  ,1.0
1198,singapore in may 2011 1 july 2010   finnish air carrier finnair oyj   hel   fia1s   said today it will open a daily route to singapore on 30 may 2011 as part of its growth strategy in asia  ,1.0
1199,21 december 2010   finnish industrial machinery company wartsila oyj abp hel   wrt1v said yesterday it had won an order to design a liquefied natural gas lng powered platform supply vessel psv for norwegian oil service provider eidesvik offshore asa osl   eiof  ,1.0
1200,the mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line  ,0.0
1201,this bold spinning 360 red fabric design is set beautifully on ercols napoli sofa  ,1.0
1202,manavigator november 1   2010 deal snapshot   swedish peab buys equipment rental firm cramo swedish construction company peab ab   sto   peab b   announced the acquisition of equipment rental company cramo entreprenadmaskiner ab from finnish group cramo oyj   hel   cra1v    ,0.0
1203,upm kymmene has generated four consecutive quarters of positive free cash flow  ,1.0
1204,in 2006 the company  s net sales amounted to approximately eur259m and it has some 8 000 employees  ,0.0
1205,aspo plc stock exchange release february 11   2011 at8  45 a m  esl shipping ltd   part of aspo group   has signed a new   long term contract with rautaruukki corporation for the marine transport of raw materials on the baltic sea  ,1.0
1206,aspo  s net sales in 2006 totaled eur 225 9 million  ,0.0
1207,strong growth has continued also in china  ,1.0
1208,the policy was also aimed at making the companies more profitable and competitive  ,1.0
1209,adpnews   dec 23   2009   norwegian financial services group sparebank 1 gruppen as osl   sbgrp said its board of directors appointed today jarle haug managing director of its claims collection subsidiary sparebank 1 gruppen finans,0.0
1210,the new company   diapol s r l    would manufacture tools meant for glass and stone pre processing  ,0.0
1211,metso will provide a recovery boiler with a capacity of 6 800 tonnes of dry solids per day and an evaporation plant with six thermal stages and a capacity of 1 600 tonnes per hour  ,0.0
1212,connectivity services include outsourced scan and capture which transfers paper invoices into electronic format and basware business transactions service enables the customer to receive and send invoices in an electronic format  ,0.0
1213,our superior customer centricity and expertise in digital services set us apart from our competitors  ,1.0
1214,why put up costly cell phone towers in thinly populated areas when a few balloons would do  ,0.0
1215,com   and we are constantly planning new ways to serve our customers online on a more comprehensive basis      says matti leminen   president of anttila oy  ,1.0
1216,marathon now has a 4 6 percent stake in plx   it said   according to bloomberg  ,0.0
1217,under the contract cramo sverige and its subcontractor brinkab ab will provide all scaffolding installations at lkab  s new pellets plant in kiruna in northern sweden  ,1.0
1218,however   in march 2009   the government of st  petersburg passed the front part of the building with the area 1 900 square metres and a land plot for a hotel worth usd 10 15mn to the company delta  ,0.0
1219,   this vessel order will help aspo secure the long term competitiveness of its fleet   both in terms of technology and pricing  ,1.0
1220,according to its notice   skandinaviska enskilda banken ab publ helsinki branch has on 10 august 2009 divested in total 11 958 000 alma media shares to ilkka yhtyma oyj and kaleva kustannus oy   as the conditions of the agreement made by the companies on 1 july 2009 fulfilled  ,0.0
1221,net interest income was eur 152 2 mn   up from eur 101 0 mn in 2008  ,1.0
1222,the company said that it has agreed to a eur160m unsecured credit line from lenders  ,0.0
1223,stora enso  s target has been cut to eur 4 85 from eur 5 55 and holmen  s target    to sek 135 from sek 150  ,-1.0
1224,elite residence tower   a new development by tameer   is located at the heart of dubai marina  ,0.0
1225,the company will also be compensated for acting as a reserve batch plant  ,1.0
1226,the company expects its net sales for the whole of 2007 to be eur 950mn 1  000 mn  ,0.0
1227,systeemitiimi  s sales and project resources will also be strengthened   director paul skogberg said  ,1.0
1228,alfa group will have 43 9   of voting stock in the new company and telenor 35 4   with a free float of 20 7    ,0.0
1229,the employer employee talks concerned about 500 people   that is   the whole staff in finland  ,0.0
1230,trading in the new shares   which have right to dividends and other distributions of funds   will start on the exchange in helsinki tomorrow  ,0.0
1231,the decision will have to be made whether the group agrees to the import of estonian meat and meat products to finland   the paper added  ,0.0
1232,it now owns 80 565 shares in amer sports corporation   equaling 0 11   of the company  s share capital and voting rights  ,0.0
1233,this is due to the postponement of the decision making of projects in the negotiation phase from the earlier estimation  ,0.0
1234,deliveries have started and the network will be ready for a launch soon  ,1.0
1235,industry investment is very interested in glaston  s solar energy projects  ,1.0
1236,operating profit excluding non recurring items totaled eur 5 4 mn compared to eur 5 5 mn in the corresponding period in 2007  ,-1.0
1237,the 2015 target for net sales has been set at eur 1bn and the target for return on investment at over 20    ,1.0
1238,in january september 2007   finnlines   net sales rose to eur 505 4 mn from eur 473 5 mn in the corresponding period in 2006  ,1.0
1239,by combining its existing solutions into a single platform   comptel said that it has reduced the cost of deployment  ,1.0
1240,export accounts for about one tenth of the company  s annual turnover of one billion kroons  ,0.0
1241,operating result showed a loss of eur 2 9 mn   while a year before   it showed a profit of eur 0 6 mn  ,-1.0
1242,ahlstrom  s 5 700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents  ,0.0
1243,ssh establishes new global sales and marketing group to be led by george adams   adams establishes global sales and marketing group to drive worldwide programs supporting ssh tectia enterprise security solutions,0.0
1244,this solution is an extension to the existing online mediation solution delivered earlier by comptel and ibm  ,0.0
1245,the net sales of the power plants business were eur 710 3 million in 2005  ,0.0
1246,within the framework of the partnership   nokia siemens networks has signed an initial framework purchase agreement with sitronics subsidiary   jsc mikron   which is the largest manufacturer and exporter of microelectronic components in russia  ,1.0
1247,operating profit was eur 0 6 mn   up from a loss of eur 19mn a year earlier  ,1.0
1248,incap furniture is presently negotiating staff cuts  ,-1.0
1249,in 2008   the steel industry accounted for 64 percent of the cargo volumes transported   whereas the energy industry accounted for 28 percent and other industries for 8 percent  ,0.0
1250,in a media advisory   the ntsb said that after subsequent testing      the train detection system intermittently failed     ,-1.0
1251,typically   the transmission power level can be decreased when the interference noise is above a predefined value  ,0.0
1252,it started with software that was capable of retrieving the data typed into the computer keyboard      keyloggers        and then more complex mechanisms arrived on the scene   such as phishing and pharming  ,0.0
1253,the major part of the deliveries include different ac and cxe amplifier solutions and products by dinh telecom   a company acquired by teleste last spring  ,0.0
1254,risto raty   tekla  s executive vice president   said that tekla structures and archicad will cover the entire design and documentation workflow throughout a construction project  ,0.0
1255,the shops are located in the capital region and the paijat hame region  ,0.0
1256,finnish forest machinery manufacturer ponsse has agreed with volvo on the start of cooperation in latin america  ,1.0
1257,previously   grimaldi held a 46 43 pct stake in the finnish company following the takeover bid launched in november 2006  ,0.0
1258,the maximum obligated total trades per day is isk 400 000 000 market value  ,0.0
1259,hk ruokatalo  s target is to know the consumers  ,0.0
1260,net interest income was eur 39 3 mn   up from eur 32 7 mn  ,1.0
1261,glaston  s well known brands are bavelloni   in pre processing machines and tools   tamglass and uniglass   in safety glass machines and albat   wirsam in software solutions  ,0.0
1262,the estonian parliament was set to vote on amendments to the excise duty law on wednesday that would add 0 42 kroons to the price of a liter of diesel and 0 45 kroons to the price of a liter of gasoline from the start of 2010  ,0.0
1263,   our extensive co operation will also bolster sysopen digia  s position in the domestic operator market      kallioranta adds  ,1.0
1264,operating loss amounted to eur 0 9 mn in the first half of 2006 compared to a profit of eur 0 5 mn in the first half of 2005  ,-1.0
1265,the method utilises waterborne ultra products   giving protection to wooden surfaces in an industrial painting process whereby two layers of top coat are applied on exterior wooden panels and boards without a separate primer  ,0.0
1266,the contract consists of a new building with an area of 18 000 sq m and renovation of the existing buildings  ,0.0
1267,poyry plc additional information by   heikki malinen   president and ceo   poyry plc tel   358 10 33 21307 poyry is a global expert in consulting and engineering  ,0.0
1268,commission income fell to eur 4 6 mn from eur 5 1 mn in the corresponding period in 2007  ,-1.0
1269,the finnish food concern atria is about to acquire two estonian meat processing companies   woro kommerts and vastse kuuste lihatoostus   reported the official website www investinestonia com  ,0.0
1270,operating profit for the six month period decreased from eur21m   while net sales increased from eur436  9 m   as compared to the corresponding period in 2007  ,-1.0
1271,it  s very difficult to become a google analytics channel partner  ,0.0
1272,in the next few years   the ict sector  s share of electricity consumption will be raised by the increase in the popularity of smartphones  ,0.0
1273,benefon   a wireless and gps technology company   will supply karputer with its twig navigation platform   a gps satellite navigation and voice guidance service  ,1.0
1274,furthermore   our fully electrically driven cranes are environmentally friendly  ,1.0
1275,factory activity extends growth in feb  input costs soar  pmi,1.0
1276,ruukki forecast a 15 20   annual sales growth and a positive pretax result for 2010  ,1.0
1277,auburn  s sales in 2007 were cad 41 million   approximately eur 27 million     and the company employs some 150 people  ,0.0
1278,many of the commercial vessels had got stuck in the narrow bay of bothnia   where the ice is thicker   and around the aaland islands  ,-1.0
1279,this corrensponds to 4 628 percent of okmetic  s share capital and voting rights  ,0.0
1280,summer job market for teens is sweet,1.0
1281,in 2006   teliasonera net sales were sek 91 bn   ebitda was sek 32 266 bn   net income was sek 19 28 bn  ,0.0
1282,profit for the period totalled eur 1 1 mn   down from eur 1 6 mn in the third quarter of 2008  ,-1.0
1283,operating profit rose to 22 1 mln eur from 19 9 mln  ,1.0
1284,we succeeded in increasing our market share of sold apartment      comments mr kari kauniskangas   head of yit international construction services  ,1.0
1285,in his turn fradkov said russia is interested in adopting finnish experience in forming technology parks in the framework of implementing the law on special economic zone  ,0.0
